PseudoID,M546980,M500458,M545731,M533840,M568671,M500312,M555496,M595483,M545313,M582014,M551262,M589819,M599421,M537226,M594455,M555258,M528662,M540101,M557500,M592855,M592593,M537130,M550040,M521338,M549904,UniSp4,M527219,M575624,M513552,M512914,M510218,M503257,M589283,M528205,M556038,M534459,M568363,M578371,M554956,M504849,M533067,M567468,M571201,M560046,M543625,M578816,M569912,M527306,M575600,M583270,M587063,M539339,M500786,M511006,M542419,M526581,M564991,M500850,M583234,M598640,UniSp6,M581305,M558622,M596656,M519895,M508663,M562884,M555824,M575307,M595344,M577494,M562618,M520731,M521662,M585231,M580497,M534697,M525015,M550367,M569679,M583617,M592847,M581022,M501655,M579984,M500673,M526839,M573575,M589482,M515950,M540958,M575100,M562636,M588194,M566284,M596452,M517081,M562598,M528263,M558234,M581923,M585191,M540969,M588021,M527905,M593461,M516970,M598858,M527197,M519103,M547854,M554022,M579664,M552528,M551175,M548578,M559102,M566199,M575036,M547368,M532769,M551773,M540935,M553208,M511260,M501735,M530657,M595841,M555060,M545577,DiseaseSubtypeFull,DiseaseSubtype
S1185,2.3136,-0.2744,3.0926,5.2056,0.4416,-0.2424,-2.3064,8.6796,4.6566,-0.3434,0.9886,7.4876,2.4726,2.3336,1.6506,8.4176,4.2506,-3.0804,3.0906,4.0916,2.8406,3.8456,6.4426,6.6386,1.3966,-1.5094,2.5776,3.5856,-2.5564,-2.2994,4.0696,1.2906,-6.9794,3.8096,-0.7274,2.1216,4.6056,2.6596,4.4516,6.1756,4.4936,4.1216,-2.7584,4.7006,5.9976,1.3616,3.7896,5.0866,4.0516,3.5546,1.1136,2.9516,2.3546,6.5576,-0.1464,7.0506,1.8236,5.8206,4.3386,5.6016,-9.4634,8.3246,8.6166,0.9636,2.7546,4.7126,-0.8604,2.7196,6.0236,3.2976,5.9226,6.7976,7.0016,1.2266,5.8996,2.9176,4.6696,0.2776,4.4256,2.3486,3.6636,3.9006,1.1816,0.5126,0.6356,-0.6554,7.2236,5.3836,5.2376,-2.3214,1.6006,3.8876,4.5686,-1.4604,4.1326,2.7146,4.5216,3.4816,2.7326,-0.9404,3.2136,1.2436,2.4646,4.3886,-2.8034,5.4536,-0.7554,1.6436,2.0876,4.3326,6.1456,6.5936,3.5436,3.0016,4.1216,5.4916,3.2346,5.9856,1.6376,1.3716,2.0546,2.7416,-4.0024,5.7806,3.7116,-2.3544,-0.2814,6.4076,-2.0094,6.1736,PA,3
S1432,1.4962,-1.0308,4.1202,5.5212,-0.3518,0.9772,-1.9618,6.0162,4.3692,-1.0758,0.9732,7.1962,1.0352,1.9512,0.9622,6.6522,4.8662,-1.8548,4.3592,1.3342,1.7702,1.5272,6.5462,7.6812,0.9402,-1.0728,1.5652,2.9682,-1.9118,-0.7078,4.2782,2.6772,-5.9748,2.6312,-1.3948,3.0362,4.4132,2.5682,2.6662,5.0222,4.3682,4.8392,-1.4828,3.4212,5.5472,0.6712,3.7212,5.3372,3.7182,4.2982,0.6052,1.5582,1.9012,3.3232,0.3562,5.2872,1.1562,5.3512,4.1472,6.5822,-8.8938,7.0672,5.8112,1.4332,2.4482,4.4222,-0.9098,2.1792,5.9752,2.7312,5.3402,7.0672,5.9842,1.8872,5.9172,3.3662,5.4152,-0.9318,3.2132,4.0722,2.6352,3.7122,0.1242,0.4662,1.1352,0.1792,6.4152,3.9652,5.2982,-3.0718,0.3672,2.5662,6.2082,-0.7118,4.0892,3.9722,3.8952,2.3132,5.2762,-1.5578,3.0892,0.5792,2.1382,2.4512,-2.0748,5.0082,0.2762,3.6602,2.0952,3.3252,5.2572,5.5692,1.2052,2.3672,2.9482,6.4722,3.1612,6.3682,1.8582,2.2522,1.1202,2.9802,-3.2458,5.6332,3.0222,-2.1528,1.1742,4.8512,-2.6198,5.8862,PA,3
S1293,0.86,-1.463,1.662,3.139,-1.381,1.838,-1.379,7.654,4.743,-1.558,0.441,9.101,0.752,1.042,0.256,3.435,2.576,-0.136,3.445,1.205,2.657,4.517,2.82,7.835,1.371,-1.292,1.393,3.421,-1.866,-0.612,5.018,3.102,-4.157,2.971,-1.722,2.161,4.385,2.132,1.884,4.651,3.998,4.786,-0.42,3.016,5.917,0.713,4.216,3.409,3.794,2.539,1.08,1.09,1.535,6.507,0.28,6.174,0.08,5.088,4.064,5.133,-9.341,6.448,7.097,0.702,2.414,4.657,-1.474,3.461,5.5,3.182,5.114,6.344,6.515,1.42,7.824,2.282,3.387,-0.897,4.037,5.696,3.315,4.129,0.12,1.972,0.793,0.414,7.939,7.141,5.169,-3.701,0.446,5.417,3.302,-1.207,2.879,1.19,4.329,2.129,5.838,-1.105,3.881,-0.162,0.431,2.257,-1.646,3.803,2.326,4.227,1.715,4.345,5.412,5.465,2.695,1.641,2.421,4.914,3.31,4.862,1.393,1.529,0.214,3.462,-2.795,4.722,3.255,-3.232,0.031,5.413,-2.865,7.096,PHT,2
S1245,2.4818,0.5908,4.8608,5.8858,0.4248,0.0298,-2.0922,6.7878,4.1078,-0.4612,1.7748,9.7438,1.7638,2.2888,1.7198,4.5218,4.3988,-1.7312,4.2658,2.5728,2.5358,3.1918,4.4498,5.5158,0.4368,-2.6322,3.9158,4.2958,-2.2652,-1.4642,3.6548,1.5728,-7.6222,3.9608,-0.4092,3.2668,3.8718,5.0458,5.0398,4.9818,6.0798,4.4248,-1.9882,4.3738,5.1468,1.0178,3.3268,5.9038,3.7628,4.0268,1.4518,2.7688,2.3948,3.6408,0.3768,5.2518,1.8398,5.4718,3.6878,5.8108,-10.3652,7.5958,7.5878,1.6808,3.2968,4.8068,0.3658,2.1878,7.2098,2.2358,7.3838,5.7578,5.9248,1.9358,4.5558,3.4828,4.9768,1.0658,4.9668,3.2988,3.5948,4.3878,1.7408,-1.3792,1.0838,-0.5102,7.0678,4.5648,6.8968,-2.2942,2.1988,2.7038,6.7688,-0.7132,3.9668,3.8178,3.8718,3.9438,5.3098,-1.1622,3.4378,1.5168,3.0928,3.5528,-2.5442,8.1378,-0.4152,2.5328,1.3578,4.8258,6.3038,7.3978,1.6668,3.5858,4.8698,6.6298,3.1648,5.9918,2.2568,1.8468,1.7168,2.0648,-3.6842,7.1018,2.3218,-2.4702,-0.3482,6.5028,-1.3692,5.3328,PHT,2
S1119,0.8524,-1.5586,1.5474,2.7884,-0.7996,1.3094,-1.8516,8.8934,4.4374,-1.2616,0.2014,6.7394,0.1994,1.1284,0.9034,5.8334,1.7704,-1.3146,4.4794,4.9444,2.3804,5.0874,3.5414,7.3964,1.6504,-0.4186,0.6774,3.0834,-1.9966,-0.6226,5.0564,3.3094,-4.4896,2.7554,-1.5066,2.5524,2.9954,1.9814,3.5074,5.1044,3.6624,4.5104,-0.9576,3.4784,5.3884,0.8884,4.6634,4.7674,3.2554,2.8524,1.4984,1.1154,1.1164,6.4694,0.1114,4.5754,0.0854,4.4284,4.8254,4.9214,-9.2266,6.9064,5.9014,0.8724,1.6174,4.1964,-1.6406,3.7494,6.0044,3.1054,5.5094,5.9534,6.4644,1.1804,7.0484,2.9294,4.1744,-0.9496,3.6384,5.0544,3.3724,3.8534,0.2564,1.0214,0.5014,0.7854,5.6134,5.0174,5.9984,-3.4236,-0.0986,4.5224,3.1154,-1.3806,2.8504,2.1134,3.5244,1.7454,4.0804,0.1034,3.5164,-0.2476,1.2134,1.8904,-1.5136,3.7274,1.5994,3.3994,1.2894,5.1824,6.0904,5.5194,2.9654,1.7554,2.5944,4.3504,3.3964,6.2864,1.6274,1.6344,0.3824,3.9354,-2.7726,5.1074,2.9524,-2.5756,-0.6036,5.8504,-2.4976,7.4174,PHT,2
S1088,1.8466,-0.3164,5.6516,7.8676,0.1276,-0.0014,-2.3434,11.1976,5.5646,-0.5254,0.0666,8.6736,1.7356,2.2936,1.3566,5.7886,7.3496,-3.4594,3.5766,4.3736,1.9206,4.8926,4.2006,4.4406,0.6996,-0.0204,1.8856,3.4576,-2.3864,-2.3044,3.8346,1.8776,-7.2804,3.8006,-0.9454,1.6076,4.6896,2.6126,3.7756,5.7656,3.9256,4.7826,-2.4804,2.2356,7.8406,1.4876,3.6886,9.6096,3.5056,3.8146,0.8836,2.4056,1.6926,4.7106,1.3026,5.1496,1.7606,5.9806,3.2336,6.0256,-8.3504,7.6876,7.2466,1.4406,2.3576,3.8216,-0.7124,2.9606,4.9336,1.8636,6.5536,8.5596,7.5296,0.8706,5.6526,3.1046,7.8096,-0.4104,4.8436,2.5096,3.5146,4.1976,0.9486,0.7246,0.5736,-0.8744,7.6656,6.3506,5.6126,-2.4214,0.7516,3.8936,9.1056,-1.4064,4.5786,8.8336,4.2766,3.1576,4.4166,-1.2004,2.7806,1.2956,2.8456,2.9166,-2.7054,5.4106,-1.8684,1.8266,1.6276,7.2526,7.6296,6.2556,3.7576,2.6336,4.1856,6.2716,2.9916,9.2256,0.7466,1.5666,1.9666,2.7996,-3.8094,6.3386,4.3426,-2.3084,1.0196,6.0636,-1.7024,5.9926,PA,3
S1417,1.5692,-1.0648,3.6372,4.9002,-0.7998,0.2122,-2.2698,6.6862,4.7042,-1.1358,0.3582,6.2902,2.3632,1.6392,0.4572,5.5642,3.8022,-2.4338,4.2502,3.7582,2.6402,4.9192,3.9782,6.1182,1.0332,-0.2158,2.0002,3.8292,-2.1298,-1.8218,4.4292,2.4932,-6.0428,3.4442,-0.9828,1.7752,4.2592,2.7832,3.7382,5.1842,3.9872,4.6622,-1.8518,3.1442,6.3402,1.2552,3.9132,6.1482,4.0342,2.9262,1.3702,1.8242,1.3972,5.5052,0.3212,4.4222,0.4652,4.8712,3.4342,6.5572,-8.3038,6.9202,7.3172,0.8322,2.7622,4.1792,-1.0618,3.1492,5.6092,2.7122,6.1122,6.5312,7.2242,0.4732,5.3622,2.7402,5.6332,-0.5858,4.5392,3.4872,3.2262,4.3112,0.7272,1.6792,0.7342,-0.4158,7.5072,5.9772,5.6562,-3.0558,0.8202,4.1572,4.7822,-1.7638,4.0452,3.3192,4.5742,2.9082,5.6742,0.0022,3.8352,0.5762,2.2992,2.8532,-2.3608,4.1132,-0.0618,2.3872,1.5422,5.1592,5.7172,5.5062,3.1792,1.9492,3.5852,4.5752,3.7582,5.8522,1.2242,1.6942,1.1262,3.2482,-3.4028,4.4972,3.7862,-2.4958,0.0652,5.4472,-2.5288,7.2232,PHT,2
S1073,1.6388,-1.2052,2.9318,4.7538,-0.8542,0.4558,-1.9142,11.5308,4.6658,-1.3172,0.6578,6.6738,1.1388,2.0538,0.9148,3.8438,3.5418,-2.1752,3.4858,0.9858,1.6358,4.4168,2.3248,6.0468,1.1298,-1.1772,2.2868,2.6658,-2.0842,-1.6832,4.3868,2.5178,-6.7132,3.5038,-1.6942,2.4358,4.1548,1.8748,2.6988,5.3298,4.1228,4.8078,-1.7902,3.0718,6.1658,0.6438,3.7448,4.0978,3.4768,2.9788,0.0348,2.0648,1.3768,5.8068,-0.2342,4.3948,0.6818,4.3478,4.0798,6.9198,-9.1562,6.1778,8.2468,1.2138,1.5078,4.1528,-0.9792,2.2658,5.3418,2.1658,6.9468,7.7948,7.6618,1.6248,5.6808,2.7428,4.4218,-1.2422,4.6728,3.3568,2.3848,3.1878,-0.1042,1.1718,0.9688,-0.3512,6.4658,6.3028,5.7908,-3.2162,0.5038,4.2208,4.7268,-1.2672,3.0708,2.9128,4.7338,2.1498,3.0408,-2.1632,3.1078,0.8918,2.3598,2.7168,-2.6152,5.1848,-0.3802,2.5218,1.8628,3.8418,6.5658,4.7668,3.2638,2.2308,3.2338,5.5288,3.5718,6.8808,1.4298,1.4638,1.5728,2.7408,-3.7512,4.5298,3.4918,-2.7712,-0.1922,5.5428,-2.6762,5.7798,PPGL,4
S1156,1.1124,-1.3156,2.3294,3.5754,-0.3176,0.7444,-2.2826,8.2254,5.3104,-1.1126,0.2754,7.2664,0.4774,1.4484,0.9064,8.7424,2.5484,-2.6266,3.7824,4.3834,3.0844,4.7814,7.2114,7.1664,1.1714,-1.4376,0.6424,3.6974,-2.5856,-1.3866,4.2274,2.2944,-6.1096,3.6614,-0.6556,2.1254,4.1134,2.7454,3.2014,5.4304,4.0564,4.7504,-1.9096,3.9214,5.3504,0.9074,3.8014,3.7634,2.9674,2.8814,1.6364,2.0084,1.8154,5.5874,-0.0666,3.8864,0.5854,4.7714,3.9144,5.3434,-9.4306,6.9774,7.9954,0.3954,2.3254,3.9994,-1.2246,2.7384,4.6804,3.5964,6.0464,7.5244,6.6334,0.8374,6.6344,2.7554,4.0204,-0.7166,3.6844,3.7014,3.1204,4.1664,0.8134,0.8384,0.5164,0.1124,12.3386,7.4934,6.0004,-3.1306,0.5324,4.8414,4.4064,-1.6266,3.2344,2.4774,3.4354,2.5544,3.3324,-0.2416,3.6694,0.2034,2.0754,2.9794,-2.2126,4.5094,0.2224,2.7814,1.6544,5.0674,7.0784,6.2374,2.8684,2.0384,2.8614,4.7554,3.0364,5.1334,1.6494,1.3994,1.7954,3.0664,-3.5146,5.2994,3.1624,-2.5106,-1.1436,5.7294,-2.4906,6.2244,PHT,2
S1450,1.4066,1.1416,7.5536,8.5816,1.4926,-0.4994,-2.4394,11.4026,4.3866,-0.6734,1.9666,8.2756,0.7256,1.8866,2.5986,13.7836,7.8526,-3.2974,4.9616,2.5896,2.3926,7.3346,8.6376,6.0196,0.9406,3.5176,2.5686,3.3856,-2.1084,-1.1144,3.1996,2.1016,-7.6244,3.5686,-0.1584,2.9776,4.3236,2.3356,4.1196,5.7096,3.8416,3.9776,-3.2724,4.7876,8.7606,1.7966,4.1646,15.0466,5.4886,5.2806,0.2416,1.3266,1.8296,5.0166,0.9616,6.0376,2.6386,5.4246,3.9956,4.8296,-5.5164,5.9896,11.5536,2.4526,2.0806,4.9026,-1.0254,2.7056,5.0486,3.0936,5.8586,9.0236,5.4936,1.4226,10.1326,4.7056,9.0726,-1.3724,5.9746,2.4416,4.2526,2.9486,1.5126,4.3326,0.8216,0.9616,6.4426,3.8876,5.5366,-2.8344,0.6576,3.0376,10.0916,-0.6704,2.6156,9.0966,2.8366,2.3546,4.7196,0.5516,4.0126,1.2656,3.5996,3.5746,-1.4294,6.1196,0.7276,1.1276,2.4716,8.1326,9.4436,5.0506,3.2986,3.3636,3.5886,8.7266,2.1386,13.3118,1.7916,1.8906,2.7256,3.1756,-3.4354,5.4676,2.4416,-0.7634,-2.8094,5.8636,-1.8014,5.7036,CS,5
S1420,1.0978,-2.3762,1.7038,3.3198,-1.0122,0.8288,-2.1122,15.92,3.9948,-1.5882,-0.3672,6.1428,0.1678,1.1768,0.2508,7.9168,1.8428,-2.4272,4.3078,2.4018,2.6978,3.8978,5.8168,5.8398,1.3608,-1.9782,0.4878,2.9798,-2.1752,-1.0492,4.2668,2.2168,-4.6402,2.4298,-1.1592,1.1778,3.2218,1.5718,3.2268,4.1028,3.0678,3.4758,-1.4942,3.6068,3.9168,0.7528,5.1678,6.0498,2.6248,1.6768,0.9778,1.1788,1.4428,3.0078,1.6858,2.9378,0.0868,3.5458,4.2728,4.6738,-10.4462,6.8748,7.5208,0.2748,1.1628,3.2258,-2.1412,1.9948,4.7578,3.8948,4.7298,9.9738,6.3898,-0.0142,7.5088,2.2998,3.7978,-0.6832,3.7008,4.4228,2.6288,4.3638,0.2458,2.8788,-0.1912,0.3548,6.6098,7.8008,4.6158,-3.6322,-0.1952,5.6058,3.5808,-2.5202,2.9418,2.0538,3.0628,2.3128,3.1198,-0.6672,3.5778,-0.5172,0.7268,1.6298,-2.3742,3.2948,0.8458,2.7918,1.5438,3.9268,6.4528,7.0128,2.2508,1.2508,2.8588,4.3388,3.0108,4.8778,1.5958,1.3158,0.5078,3.8868,-3.3962,4.8328,3.3858,-3.2682,-0.8822,5.5278,-3.1402,7.5788,PHT,2
S1032,1.1186,-1.5324,3.6506,4.5696,-1.3164,1.7116,-1.9004,9.3446,5.1936,-1.6804,0.4116,7.6726,0.8366,1.4766,0.4636,5.7996,3.1976,-0.3434,3.8886,3.6886,1.6896,5.3136,4.5296,7.1276,0.8716,-0.6094,1.6466,2.6456,-2.1044,-0.6444,5.4966,3.7966,-4.4324,3.5376,-1.5654,3.2116,4.8316,2.0306,2.1986,6.1316,3.5516,4.3746,-0.7774,2.9746,5.9806,0.3966,3.8456,4.4246,4.6746,2.4686,0.0626,1.7536,1.0236,6.3436,-0.0234,6.9516,-0.0424,4.5606,4.3216,5.2626,-8.1984,6.2386,8.9106,0.6176,1.3936,4.0436,-1.0674,3.9466,4.9476,2.0426,6.3126,6.9356,9.0976,1.7066,7.3826,2.8896,4.6216,-1.4104,4.8906,5.2786,2.1096,2.8936,-0.2014,1.7666,1.9026,0.0946,5.7906,7.1906,6.9066,-3.5364,0.6136,5.2196,4.4176,-0.7444,3.4716,2.8966,4.3636,2.0696,5.5126,-1.9084,4.0326,0.5946,1.9856,2.6406,-2.1764,4.2646,1.8226,3.9666,1.7076,5.7156,4.9976,5.4886,3.4976,1.9666,3.1976,4.2716,3.1316,6.4366,1.1556,2.1096,0.7916,3.7036,-3.3614,3.3736,3.4856,-2.4624,0.1786,5.2436,-2.6024,7.6086,PHT,2
S1414,2.9604,0.9074,4.6664,5.7934,0.8754,-0.7016,-2.8246,6.8774,5.1094,0.1304,1.2144,7.8574,2.6094,3.0344,2.3314,6.2134,4.8424,-2.8996,3.2844,5.3884,3.6584,5.1824,4.5824,5.1564,1.0894,-0.9816,3.1434,3.8614,-3.0306,-2.1156,3.8394,1.7404,-7.0146,4.1694,-0.0956,2.9594,4.8244,4.0864,4.9144,6.2734,4.8564,4.8184,-2.8216,5.0254,5.6814,0.9374,3.3044,6.0004,4.7294,4.8184,1.4734,3.7734,2.9434,6.0704,-1.1766,6.3644,2.8244,5.3274,3.8754,7.6094,-9.0716,7.8404,8.1134,1.3054,3.5634,4.5294,-0.2466,2.8594,5.4904,3.1264,6.4524,8.9684,7.3914,1.5344,9.4264,2.5184,6.9044,0.6154,5.0704,2.4074,3.9664,4.1414,1.7914,1.9734,1.4644,-0.9806,7.9314,7.6154,6.1204,-1.7356,2.2024,3.2304,7.9794,-0.8916,5.8624,3.9974,4.0324,3.6564,4.1054,-0.4426,2.7414,1.6944,4.5754,4.3704,-3.2566,6.7314,-1.0176,1.6374,2.7184,5.8644,6.9954,5.9204,3.8274,3.6014,4.9404,6.1334,2.8534,6.9884,2.4274,2.1594,2.8414,2.8574,-4.3546,7.4434,4.2654,-2.1226,0.4234,6.6564,-1.1116,4.9174,PA,3
S1001,2.309,0.363,4.19,6.487,0.89,-0.217,-2.344,15.92,4.271,0.001,1.167,6.172,2.016,2.123,2.115,13.7836,5.742,-3.04,2.922,3.533,3.186,4.252,6.082,5.793,0.742,-2.773,3.129,3.71,-3.172,-2.507,3.522,1.477,-7.459,4.102,-0.174,2.33,4.427,3.302,3.916,6.934,4.546,4.393,-2.857,4.733,5.714,1.581,3.813,5.076,2.843,3.962,1.658,3.068,2.586,3.652,-1.018,5.057,2.145,7.087,3.217,6.006,-10.363,7.403,8.746,1.317,3.051,4.329,-0.028,1.598,4.584,3.247,4.727,6.926,5.764,1.493,5.258,3.265,6.46,1.034,3.08,2.482,4.795,3.75,1.739,-1.196,0.94,-0.981,7.402,4.634,6.097,-1.907,2.504,3.347,6.662,-1.436,5.32,4.544,4.775,3.392,2.628,-1.062,1.942,1.981,4.303,3.864,-2.942,6.063,-1.206,1.416,1.266,3.843,6.137,5.672,2.097,3.272,4.15,7.175,2.538,6.379,2.153,0.906,2.624,1.778,-4.107,6.348,2.893,-2.42,-0.414,7.465,-1.108,5.8,PA,3
S1158,1.52,-0.749,3.015,3.888,-0.423,0.968,-1.802,7.209,5.022,-1.081,0.953,5.889,1.668,1.698,0.926,4.974,3.449,-1.42,4.241,2.376,1.562,4.502,4.316,6.561,0.746,0.373,2.519,3.04,-2.21,-1.333,4.274,2.917,-6.291,4.017,-1.36,3.195,4.834,2.046,2.629,5.364,4.927,4.586,-1.669,3.323,2.921,0.768,4.366,4.093,5.653,3.523,0.456,2.705,1.755,5.029,0.135,5.737,1.477,5.056,4.333,6.051,-7.142,6.612,7.698,1.486,2.077,4.09,-0.504,3.748,5.589,1.809,6.768,7.589,7.703,1.761,6.332,3.053,4.284,-0.487,4.335,3.773,3.033,3.6,0.236,2.945,2.258,-0.305,6.411,7.516,5.958,-3.049,1.285,3.814,4.364,-0.697,3.913,2.322,4.124,2.57,3.301,-1.975,3.802,1.317,2.267,3.122,-2.317,5.254,-0.349,2.9,2.426,5.513,6.734,5.694,2.6,2.676,3.628,5.964,3.674,5.265,1.319,2.057,1.318,3.542,-3.522,4.837,3.977,-2.367,2.769,5.649,-2.238,6.049,PA,3
S1005,2.8272,1.4572,6.0512,6.9472,0.3662,0.1392,-2.1538,6.6202,3.6982,-0.6498,2.3132,6.5692,1.4772,2.3152,1.9252,5.1682,6.3052,-1.1408,4.0082,2.2632,3.3832,2.8352,5.1022,8.5792,0.4022,-2.8788,3.0002,4.3022,-1.7998,-1.2988,4.4352,2.0492,-7.1038,4.0112,-0.7648,3.9312,5.4112,3.7702,4.3742,4.3172,5.9282,4.7322,-1.7138,4.6362,3.2832,1.9012,3.7802,7.7012,3.3632,3.5742,0.8052,2.8902,2.0172,4.3462,-0.6198,12.1288,2.3952,7.9762,3.2602,4.5212,-10.2938,7.0692,5.1572,1.8432,3.9612,5.1522,0.2242,2.9472,6.2932,2.2472,5.4892,7.1132,6.2962,2.4292,5.2732,3.5792,10.2342,1.0512,3.9772,4.0042,3.7032,3.2162,2.0112,-0.5408,1.2072,-0.3608,7.4962,4.7492,5.8812,-2.4548,2.5272,2.7122,8.5302,-0.2238,3.8712,5.4682,4.1712,4.7712,4.1022,-1.4408,4.3362,2.1052,4.2512,8.3882,-1.9878,9.3202,-0.4728,2.3662,1.6952,3.5372,5.3322,6.5902,2.2402,4.5302,5.8742,8.1872,3.4312,13.3118,2.6532,2.2682,2.6642,1.6412,-3.4338,6.4552,1.7032,-2.6858,-1.5618,6.7032,-1.3538,5.5712,PHT,2
S1224,2.599,-0.543,5.72,12.4156,0.328,0.454,-2.016,15.92,3.937,-0.487,-0.042,12.1914,2.018,2.96,2.033,7.441,5.427,-3.124,2.876,3.52,2.473,4.452,5.618,6.954,1.32,-1.395,2.009,4.471,-2.311,-1.569,3.997,1.978,-6.785,4.314,-1.068,2.728,5.491,2.675,2.892,4.604,4.439,3.587,-2.44,3.909,3.952,1.322,4.387,7.075,2.506,4.235,1.047,1.801,1.75,3.188,-0.962,6.507,1.933,5.85,4.418,6.325,-11.234,7.25,14.3542,1.031,2.568,6.401,-0.237,2.927,6.26,3.268,6.974,14.8358,6.128,1.285,7.986,3.638,4.73,-0.412,4.528,4.309,3.584,3.907,1.375,1.416,0.413,0.041,12.3386,6.07,5.655,-2.362,1.22,4.722,4.808,-1.026,10.776,3.568,3.67,3.651,4.27,-0.526,3.549,1.548,2.303,3.2,-2.772,4.437,-0.46,2.352,2.111,5.767,4.843,5.147,3.476,3.601,4.491,6.341,3.523,13.3118,2.201,2.258,2.038,3.366,-3.952,7.432,3.559,-2.328,-0.034,7.058,-2.112,6.612,PA,3
S1095,0.639,-1.728,1.828,3.663,-1.206,1.72,-1.9,11.271,4.858,-1.592,0.193,7.494,0.563,1.14,0.456,5.712,2.447,-0.532,3.966,2.355,1.715,5.128,4.56,7.842,1.282,-0.404,1.248,3.139,-2.046,-0.541,5.503,3.631,-4.262,2.37,-2.063,2.808,3.848,1.293,2.411,5.447,3.62,4.491,-0.61,2.863,4.906,0.488,4.162,3.924,4.076,2.937,1.318,1.737,1.391,5.979,-0.002,2.797,0.528,3.73,5.918,5.789,-8.289,6.816,8.729,0.726,1.777,4.758,-1.502,3.873,5.412,2.738,6.377,8.707,8.936,1.467,8.318,2.942,3.441,-1.339,4.668,5.209,2.732,3.819,-0.177,3.232,1.087,0.42,6.582,6.966,5.277,-3.553,0.492,5.619,3.698,-1.09,3.562,1.999,3.99,1.915,5.433,-0.608,4.392,0.043,0.487,2.163,-1.601,3.747,2.404,4.226,2.045,5.308,5.505,5.118,3.091,1.592,3.219,5.121,3.6,4.736,1.475,1.399,0.162,3.658,-2.758,4.571,3.826,-2.748,0.73,5.324,-3.116,8.458,PHT,2
S1096,2.8948,1.2428,11.1066,12.4156,0.6518,0.1588,-2.3252,15.92,3.6538,0.1788,0.0808,4.9788,1.6718,2.7068,2.8098,13.7836,4.2108,-3.6002,2.5878,3.4028,3.3318,2.6418,6.6848,5.3288,1.4968,-2.6582,3.7348,3.6338,-2.3082,-2.1422,3.4898,1.4168,-7.0922,2.3138,-0.4472,2.0128,3.9058,2.4758,5.6718,3.6498,6.5648,3.9698,-2.8332,4.6088,5.0078,2.5698,4.7098,6.2748,0.8768,6.3648,1.1158,2.4938,3.8808,6.1968,0.2208,3.6168,3.1538,5.6738,2.5048,12.943,-11.8962,8.5418,8.5068,1.7478,3.4288,7.2108,-0.3112,2.0208,8.5138,4.2708,4.4838,5.8708,4.8098,0.8498,4.2478,3.0188,12.0314,1.3208,3.3768,2.2438,4.6038,4.0328,1.7098,-2.0802,-0.0562,-0.1532,12.3386,13.0294,3.7678,-1.3872,1.4218,2.4628,7.0958,-1.8062,4.9298,6.5448,4.7728,3.5018,3.0698,-0.1152,2.5738,1.0288,3.6298,11.8934,-2.9292,6.8618,-0.8792,1.5938,0.9148,4.8138,4.7548,3.4158,1.7338,4.9188,4.7548,6.7758,4.0198,4.6388,2.2438,1.6958,2.6988,3.1498,-3.7932,0.5588,2.5828,-2.1112,-0.0582,5.4828,-1.0772,4.1438,CS,5
S1366,1.206,-1.665,1.942,2.91,-1.28,1.605,-1.829,15.92,5.651,-1.348,0.47,7.2,0.993,1.224,0.329,5.048,1.974,-0.686,3.982,2.828,2.695,3.895,4.49,9.331,1.623,-1.83,1.343,4.663,-1.874,-1.083,6.607,2.619,-4.391,3.462,-1.467,2.709,3.544,3.023,3.823,4.651,4.18,3.905,-0.62,3.74,4.583,1.053,4.814,4.811,3.843,2.154,1.195,1.869,1.669,4.595,-0.321,3.313,0.454,4.816,3.423,6.844,-9.742,6.64,8.553,0.026,2.823,4.585,-1.185,2.939,5.732,2.861,5.666,5.702,5.891,1.254,6.133,2.356,3.659,0.492,3.705,4.411,3.563,4.845,0.618,1.703,0.897,0.158,10.202,7.331,7.735,-3.244,0.766,5.455,3.74,-1.264,3.02,1.107,4.923,2.75,4.842,-0.506,3.002,0.038,1.156,3.486,-1.787,3.816,1.233,3.74,1.335,3.773,6.686,6.613,3.423,1.943,3.098,4.582,3.918,5.148,1.673,0.988,0.608,2.934,-2.927,5.822,2.901,-3.011,0.626,4.876,-2.457,7.926,PHT,2
