model_type,id,score
RandomForestRFE,RF-1-1,0.2916666666666667
RandomForestRFE,RF-2-1,0.375
RandomForestRFE,RF-3-1,0.2777777777777778
RandomForestRFE,RF-4-1,0.3333333333333333
RandomForestRFE,RF-5-1,0.3611111111111111
RandomForestRFE,RF-6-1,0.3055555555555555
RandomForestRFE,RF-7-1,0.5
RandomForestRFE,RF-8-1,0.4722222222222222
RandomForestRFE,RF-9-1,0.5
RandomForestRFE,RF-10-1,0.5555555555555556
RandomForestRFE,RF-11-1,0.41666666666666663
RandomForestRFE,RF-12-1,0.41666666666666663
RandomForestRFE,RF-13-1,0.41666666666666663
RandomForestRFE,RF-14-1,0.4444444444444444
RandomForestRFE,RF-15-1,0.38888888888888884
RandomForestRFE,RF-16-1,0.38888888888888884
RandomForestRFE,RF-17-1,0.41666666666666663
RandomForestRFE,RF-18-1,0.41666666666666663
RandomForestRFE,RF-19-1,0.41666666666666663
RandomForestRFE,RF-20-1,0.4444444444444444
RandomForestRFE,RF-21-1,0.4722222222222222
RandomForestRFE,RF-22-1,0.4722222222222222
RandomForestRFE,RF-23-1,0.41666666666666663
RandomForestRFE,RF-24-1,0.4722222222222222
RandomForestRFE,RF-25-1,0.4722222222222222
RandomForestRFE,RF-26-1,0.4444444444444444
RandomForestRFE,RF-27-1,0.4722222222222222
RandomForestRFE,RF-28-1,0.4722222222222222
RandomForestRFE,RF-29-1,0.4722222222222222
RandomForestRFE,RF-30-1,0.3888888888888889
RandomForestRFE,RF-31-1,0.4722222222222222
RandomForestRFE,RF-32-1,0.4722222222222222
RandomForestRFE,RF-33-1,0.4722222222222222
RandomForestRFE,RF-34-1,0.3611111111111111
RandomForestRFE,RF-35-1,0.4722222222222222
RandomForestRFE,RF-36-1,0.4722222222222222
RandomForestRFE,RF-37-1,0.4444444444444444
RandomForestRFE,RF-38-1,0.4722222222222222
RandomForestRFE,RF-39-1,0.4722222222222222
RandomForestRFE,RF-40-1,0.4722222222222222
RandomForestRFE,RF-41-1,0.4444444444444444
RandomForestRFE,RF-42-1,0.4722222222222222
RandomForestRFE,RF-43-1,0.4722222222222222
RandomForestRFE,RF-44-1,0.4722222222222222
RandomForestRFE,RF-45-1,0.4444444444444444
RandomForestRFE,RF-46-1,0.5555555555555556
RandomForestRFE,RF-47-1,0.4444444444444444
RandomForestRFE,RF-48-1,0.4722222222222222
RandomForestRFE,RF-49-1,0.4444444444444444
RandomForestRFE,RF-50-1,0.4722222222222222
RandomForestRFE,RF-51-1,0.4722222222222222
RandomForestRFE,RF-52-1,0.4722222222222222
RandomForestRFE,RF-53-1,0.4444444444444444
RandomForestRFE,RF-54-1,0.4722222222222222
RandomForestRFE,RF-55-1,0.4722222222222222
RandomForestRFE,RF-56-1,0.4444444444444444
RandomForestRFE,RF-57-1,0.4722222222222222
RandomForestRFE,RF-58-1,0.4444444444444444
RandomForestRFE,RF-59-1,0.4722222222222222
RandomForestRFE,RF-60-1,0.3888888888888889
RandomForestRFE,RF-61-1,0.4444444444444444
RandomForestRFE,RF-62-1,0.3333333333333333
RandomForestRFE,RF-63-1,0.4444444444444444
RandomForestRFE,RF-64-1,0.3611111111111111
RandomForestRFE,RF-65-1,0.4444444444444444
RandomForestRFE,RF-66-1,0.4722222222222222
RandomForestRFE,RF-67-1,0.3611111111111111
RandomForestRFE,RF-68-1,0.41666666666666663
RandomForestRFE,RF-69-1,0.3611111111111111
RandomForestRFE,RF-70-1,0.3888888888888889
RandomForestRFE,RF-71-1,0.4444444444444444
RandomForestRFE,RF-72-1,0.4722222222222222
RandomForestRFE,RF-73-1,0.4444444444444444
RandomForestRFE,RF-74-1,0.5
RandomForestRFE,RF-75-1,0.4444444444444444
RandomForestRFE,RF-76-1,0.4444444444444444
RandomForestRFE,RF-77-1,0.3611111111111111
RandomForestRFE,RF-78-1,0.4444444444444444
RandomForestRFE,RF-79-1,0.4444444444444444
RandomForestRFE,RF-80-1,0.4722222222222222
RandomForestRFE,RF-81-1,0.4444444444444444
RandomForestRFE,RF-82-1,0.4722222222222222
RandomForestRFE,RF-83-1,0.4444444444444444
RandomForestRFE,RF-84-1,0.4722222222222222
RandomForestRFE,RF-85-1,0.41666666666666663
RandomForestRFE,RF-86-1,0.41666666666666663
RandomForestRFE,RF-87-1,0.5
RandomForestRFE,RF-88-1,0.3888888888888889
RandomForestRFE,RF-89-1,0.3888888888888889
RandomForestRFE,RF-90-1,0.4444444444444444
RandomForestRFE,RF-91-1,0.5
RandomForestRFE,RF-92-1,0.3611111111111111
RandomForestRFE,RF-93-1,0.4444444444444444
RandomForestRFE,RF-94-1,0.4444444444444444
RandomForestRFE,RF-95-1,0.4722222222222222
RandomForestRFE,RF-96-1,0.4444444444444444
RandomForestRFE,RF-97-1,0.5277777777777778
RandomForestRFE,RF-98-1,0.4444444444444444
RandomForestRFE,RF-99-1,0.4444444444444444
RandomForestRFE,RF-100-1,0.4444444444444444
RandomForestRFE,RF-101-1,0.4722222222222222
RandomForestRFE,RF-102-1,0.3888888888888889
RandomForestRFE,RF-103-1,0.4722222222222222
RandomForestRFE,RF-104-1,0.4444444444444444
RandomForestRFE,RF-105-1,0.4722222222222222
RandomForestRFE,RF-106-1,0.3333333333333333
RandomForestRFE,RF-107-1,0.3333333333333333
RandomForestRFE,RF-108-1,0.4444444444444444
RandomForestRFE,RF-109-1,0.3888888888888889
RandomForestRFE,RF-110-1,0.3888888888888889
RandomForestRFE,RF-111-1,0.41666666666666663
RandomForestRFE,RF-112-1,0.3333333333333333
RandomForestRFE,RF-113-1,0.3888888888888889
RandomForestRFE,RF-114-1,0.4444444444444444
RandomForestRFE,RF-115-1,0.3888888888888889
RandomForestRFE,RF-116-1,0.4722222222222222
RandomForestRFE,RF-117-1,0.4444444444444444
RandomForestRFE,RF-118-1,0.4722222222222222
RandomForestRFE,RF-119-1,0.3888888888888889
RandomForestRFE,RF-120-1,0.4444444444444444
RandomForestRFE,RF-121-1,0.4722222222222222
RandomForestRFE,RF-122-1,0.4722222222222222
RandomForestRFE,RF-123-1,0.3888888888888889
RandomForestRFE,RF-124-1,0.3611111111111111
RandomForestRFE,RF-125-1,0.4444444444444444
RandomForestRFE,RF-126-1,0.4444444444444444
RandomForestRFE,RF-127-1,0.4444444444444444
RandomForestRFE,RF-128-1,0.4722222222222222
RandomForestRFE,RF-129-1,0.5555555555555556
RandomForestRFE,RF-130-1,0.38888888888888884
RandomForestRFE,RF-131-1,0.3888888888888889
RandomForestRFE,RF-132-1,0.4722222222222222
RandomForestRFE,RF-133-1,0.3611111111111111
RandomForestRFE,RF-134-1,0.3888888888888889
RandomForestRFE,RF-135-1,0.4444444444444444
RandomForestRFE,RF-136-1,0.3611111111111111
RandomForestRFE,RF-137-1,0.4444444444444444
RandomForestRFE,RF-138-1,0.4722222222222222
RandomForestRFE,RF-139-1,0.5
RandomForestRFE,RF-140-1,0.3611111111111111
RandomForestRFE,RF-141-1,0.3888888888888889
RandomForestRFE,RF-142-1,0.3611111111111111
RandomForestRFE,RF-143-1,0.3333333333333333
RandomForestRFE,RF-144-1,0.4722222222222222
RandomForestRFE,RF-145-1,0.4444444444444444
RandomForestRFE,RF-146-1,0.4722222222222222
RandomForestRFE,RF-147-1,0.4444444444444444
RandomForestRFE,RF-148-1,0.4722222222222222
RandomForestRFE,RF-149-1,0.4722222222222222
RandomForestRFE,RF-150-1,0.4722222222222222
RandomForestRFE,RF-151-1,0.5
RandomForestRFE,RF-152-1,0.3888888888888889
RandomForestRFE,RF-153-1,0.4444444444444444
RandomForestRFE,RF-154-1,0.4722222222222222
RandomForestRFE,RF-155-1,0.4444444444444444
RandomForestRFE,RF-156-1,0.4444444444444444
RandomForestRFE,RF-157-1,0.3333333333333333
RandomForestRFE,RF-158-1,0.4444444444444444
RandomForestRFE,RF-159-1,0.3611111111111111
RandomForestRFE,RF-160-1,0.4444444444444444
RandomForestRFE,RF-161-1,0.3333333333333333
RandomForestRFE,RF-162-1,0.4722222222222222
RandomForestRFE,RF-163-1,0.4444444444444444
RandomForestRFE,RF-164-1,0.3888888888888889
RandomForestRFE,RF-165-1,0.3888888888888889
RandomForestRFE,RF-166-1,0.3888888888888889
RandomForestRFE,RF-167-1,0.3611111111111111
RandomForestRFE,RF-168-1,0.41666666666666663
RandomForestRFE,RF-169-1,0.3611111111111111
RandomForestRFE,RF-170-1,0.4444444444444444
RandomForestRFE,RF-171-1,0.3611111111111111
RandomForestRFE,RF-172-1,0.4722222222222222
RandomForestRFE,RF-173-1,0.3888888888888889
RandomForestRFE,RF-174-1,0.3611111111111111
RandomForestRFE,RF-175-1,0.3888888888888889
RandomForestRFE,RF-176-1,0.4444444444444444
RandomForestRFE,RF-177-1,0.3611111111111111
RandomForestRFE,RF-178-1,0.4722222222222222
RandomForestRFE,RF-1-2,0.27777777777777773
RandomForestRFE,RF-2-2,0.3333333333333333
RandomForestRFE,RF-3-2,0.38888888888888884
RandomForestRFE,RF-4-2,0.18055555555555555
