model_type,id,score
GradientBoostingRFE,GB-77-1,0.375
GradientBoostingRFE,GB-78-1,0.4583333333333333
GradientBoostingRFE,GB-79-1,0.4583333333333333
GradientBoostingRFE,GB-80-1,0.375
GradientBoostingRFE,GB-81-1,0.4583333333333333
GradientBoostingRFE,GB-82-1,0.375
GradientBoostingRFE,GB-83-1,0.375
GradientBoostingRFE,GB-84-1,0.4861111111111111
GradientBoostingRFE,GB-85-1,0.375
GradientBoostingRFE,GB-86-1,0.375
GradientBoostingRFE,GB-87-1,0.4305555555555555
GradientBoostingRFE,GB-88-1,0.4583333333333333
GradientBoostingRFE,GB-89-1,0.49999999999999994
GradientBoostingRFE,GB-90-1,0.4027777777777778
GradientBoostingRFE,GB-91-1,0.4583333333333333
GradientBoostingRFE,GB-92-1,0.4583333333333333
GradientBoostingRFE,GB-93-1,0.4583333333333333
GradientBoostingRFE,GB-94-1,0.4583333333333333
GradientBoostingRFE,GB-95-1,0.375
GradientBoostingRFE,GB-96-1,0.4583333333333333
GradientBoostingRFE,GB-97-1,0.4583333333333333
GradientBoostingRFE,GB-98-1,0.375
GradientBoostingRFE,GB-99-1,0.4861111111111111
GradientBoostingRFE,GB-100-1,0.4583333333333333
GradientBoostingRFE,GB-101-1,0.375
GradientBoostingRFE,GB-102-1,0.375
GradientBoostingRFE,GB-103-1,0.375
GradientBoostingRFE,GB-104-1,0.375
GradientBoostingRFE,GB-105-1,0.4583333333333333
GradientBoostingRFE,GB-106-1,0.375
GradientBoostingRFE,GB-107-1,0.375
GradientBoostingRFE,GB-108-1,0.375
GradientBoostingRFE,GB-109-1,0.375
GradientBoostingRFE,GB-110-1,0.375
GradientBoostingRFE,GB-111-1,0.375
GradientBoostingRFE,GB-112-1,0.375
GradientBoostingRFE,GB-113-1,0.375
GradientBoostingRFE,GB-114-1,0.375
GradientBoostingRFE,GB-115-1,0.375
GradientBoostingRFE,GB-116-1,0.375
GradientBoostingRFE,GB-117-1,0.4583333333333333
GradientBoostingRFE,GB-118-1,0.4861111111111111
GradientBoostingRFE,GB-119-1,0.375
GradientBoostingRFE,GB-120-1,0.375
GradientBoostingRFE,GB-121-1,0.375
GradientBoostingRFE,GB-122-1,0.4583333333333333
GradientBoostingRFE,GB-123-1,0.375
GradientBoostingRFE,GB-124-1,0.375
GradientBoostingRFE,GB-125-1,0.375
GradientBoostingRFE,GB-126-1,0.4027777777777778
GradientBoostingRFE,GB-127-1,0.4583333333333333
GradientBoostingRFE,GB-128-1,0.4027777777777778
GradientBoostingRFE,GB-129-1,0.4027777777777778
GradientBoostingRFE,GB-130-1,0.4027777777777778
GradientBoostingRFE,GB-131-1,0.4027777777777778
GradientBoostingRFE,GB-132-1,0.4583333333333333
GradientBoostingRFE,GB-133-1,0.375
GradientBoostingRFE,GB-134-1,0.375
GradientBoostingRFE,GB-135-1,0.375
GradientBoostingRFE,GB-136-1,0.375
GradientBoostingRFE,GB-137-1,0.4583333333333333
GradientBoostingRFE,GB-138-1,0.375
GradientBoostingRFE,GB-139-1,0.4027777777777778
GradientBoostingRFE,GB-140-1,0.4027777777777778
GradientBoostingRFE,GB-141-1,0.4027777777777778
GradientBoostingRFE,GB-142-1,0.4027777777777778
GradientBoostingRFE,GB-143-1,0.4027777777777778
GradientBoostingRFE,GB-144-1,0.4027777777777778
GradientBoostingRFE,GB-145-1,0.4027777777777778
GradientBoostingRFE,GB-146-1,0.4861111111111111
GradientBoostingRFE,GB-147-1,0.4027777777777778
GradientBoostingRFE,GB-148-1,0.375
GradientBoostingRFE,GB-149-1,0.4027777777777778
GradientBoostingRFE,GB-150-1,0.4027777777777778
GradientBoostingRFE,GB-151-1,0.375
GradientBoostingRFE,GB-152-1,0.375
GradientBoostingRFE,GB-153-1,0.375
GradientBoostingRFE,GB-154-1,0.4861111111111111
GradientBoostingRFE,GB-155-1,0.375
GradientBoostingRFE,GB-156-1,0.375
GradientBoostingRFE,GB-157-1,0.375
GradientBoostingRFE,GB-158-1,0.375
GradientBoostingRFE,GB-159-1,0.4861111111111111
GradientBoostingRFE,GB-160-1,0.4027777777777778
GradientBoostingRFE,GB-161-1,0.375
GradientBoostingRFE,GB-162-1,0.4027777777777778
GradientBoostingRFE,GB-163-1,0.4583333333333333
GradientBoostingRFE,GB-164-1,0.4027777777777778
GradientBoostingRFE,GB-165-1,0.4027777777777778
GradientBoostingRFE,GB-166-1,0.4027777777777778
GradientBoostingRFE,GB-167-1,0.375
GradientBoostingRFE,GB-168-1,0.375
GradientBoostingRFE,GB-169-1,0.4027777777777778
GradientBoostingRFE,GB-170-1,0.4583333333333333
GradientBoostingRFE,GB-171-1,0.4027777777777778
GradientBoostingRFE,GB-172-1,0.375
GradientBoostingRFE,GB-173-1,0.375
GradientBoostingRFE,GB-174-1,0.375
GradientBoostingRFE,GB-175-1,0.4583333333333333
GradientBoostingRFE,GB-176-1,0.375
GradientBoostingRFE,GB-177-1,0.375
GradientBoostingRFE,GB-178-1,0.375
GradientBoostingRFE,GB-1-2,0.16666666666666666
GradientBoostingRFE,GB-2-2,0.4027777777777778
GradientBoostingRFE,GB-3-2,0.4583333333333333
GradientBoostingRFE,GB-4-2,0.3333333333333333
GradientBoostingRFE,GB-5-2,0.3611111111111111
GradientBoostingRFE,GB-6-2,0.3472222222222222
GradientBoostingRFE,GB-7-2,0.375
GradientBoostingRFE,GB-8-2,0.4305555555555556
GradientBoostingRFE,GB-9-2,0.3472222222222222
GradientBoostingRFE,GB-10-2,0.3472222222222222
GradientBoostingRFE,GB-11-2,0.4027777777777778
GradientBoostingRFE,GB-12-2,0.4027777777777778
GradientBoostingRFE,GB-13-2,0.4305555555555556
GradientBoostingRFE,GB-14-2,0.4027777777777778
GradientBoostingRFE,GB-15-2,0.4027777777777778
GradientBoostingRFE,GB-16-2,0.4027777777777778
GradientBoostingRFE,GB-17-2,0.4305555555555556
GradientBoostingRFE,GB-18-2,0.4305555555555556
GradientBoostingRFE,GB-19-2,0.4444444444444444
GradientBoostingRFE,GB-20-2,0.4444444444444444
GradientBoostingRFE,GB-21-2,0.4027777777777778
GradientBoostingRFE,GB-22-2,0.3611111111111111
GradientBoostingRFE,GB-23-2,0.5555555555555556
GradientBoostingRFE,GB-24-2,0.4722222222222222
GradientBoostingRFE,GB-25-2,0.4722222222222222
GradientBoostingRFE,GB-26-2,0.4444444444444444
GradientBoostingRFE,GB-27-2,0.4027777777777778
GradientBoostingRFE,GB-28-2,0.4444444444444444
GradientBoostingRFE,GB-29-2,0.4722222222222222
GradientBoostingRFE,GB-30-2,0.4444444444444444
GradientBoostingRFE,GB-31-2,0.4444444444444444
GradientBoostingRFE,GB-32-2,0.4722222222222222
GradientBoostingRFE,GB-33-2,0.4444444444444444
GradientBoostingRFE,GB-34-2,0.4444444444444444
GradientBoostingRFE,GB-35-2,0.4444444444444444
GradientBoostingRFE,GB-36-2,0.4444444444444444
GradientBoostingRFE,GB-37-2,0.4444444444444444
GradientBoostingRFE,GB-38-2,0.4444444444444444
GradientBoostingRFE,GB-39-2,0.4444444444444444
GradientBoostingRFE,GB-40-2,0.4444444444444444
GradientBoostingRFE,GB-41-2,0.45833333333333337
GradientBoostingRFE,GB-42-2,0.4444444444444444
GradientBoostingRFE,GB-43-2,0.4444444444444444
GradientBoostingRFE,GB-44-2,0.48611111111111116
GradientBoostingRFE,GB-45-2,0.45833333333333337
GradientBoostingRFE,GB-46-2,0.4444444444444444
GradientBoostingRFE,GB-47-2,0.4444444444444444
GradientBoostingRFE,GB-48-2,0.4444444444444444
GradientBoostingRFE,GB-49-2,0.4444444444444444
GradientBoostingRFE,GB-50-2,0.4722222222222222
GradientBoostingRFE,GB-51-2,0.4305555555555556
GradientBoostingRFE,GB-52-2,0.5555555555555556
GradientBoostingRFE,GB-53-2,0.513888888888889
GradientBoostingRFE,GB-54-2,0.513888888888889
GradientBoostingRFE,GB-55-2,0.5555555555555556
GradientBoostingRFE,GB-56-2,0.513888888888889
GradientBoostingRFE,GB-57-2,0.513888888888889
GradientBoostingRFE,GB-58-2,0.513888888888889
GradientBoostingRFE,GB-59-2,0.513888888888889
GradientBoostingRFE,GB-60-2,0.513888888888889
GradientBoostingRFE,GB-61-2,0.513888888888889
GradientBoostingRFE,GB-62-2,0.513888888888889
GradientBoostingRFE,GB-63-2,0.5555555555555556
GradientBoostingRFE,GB-64-2,0.513888888888889
GradientBoostingRFE,GB-65-2,0.5555555555555556
GradientBoostingRFE,GB-66-2,0.5555555555555556
GradientBoostingRFE,GB-67-2,0.513888888888889
GradientBoostingRFE,GB-68-2,0.513888888888889
GradientBoostingRFE,GB-69-2,0.5555555555555556
GradientBoostingRFE,GB-70-2,0.45833333333333337
GradientBoostingRFE,GB-71-2,0.5
GradientBoostingRFE,GB-72-2,0.5
GradientBoostingRFE,GB-73-2,0.4027777777777778
GradientBoostingRFE,GB-74-2,0.45833333333333337
GradientBoostingRFE,GB-75-2,0.5
GradientBoostingRFE,GB-76-2,0.5
GradientBoostingRFE,GB-77-2,0.5
GradientBoostingRFE,GB-78-2,0.41666666666666663
GradientBoostingRFE,GB-79-2,0.45833333333333337
GradientBoostingRFE,GB-80-2,0.45833333333333337
GradientBoostingRFE,GB-81-2,0.5277777777777778
GradientBoostingRFE,GB-82-2,0.45833333333333337
GradientBoostingRFE,GB-83-2,0.48611111111111116
GradientBoostingRFE,GB-84-2,0.5277777777777778
GradientBoostingRFE,GB-85-2,0.4722222222222222
GradientBoostingRFE,GB-86-2,0.5
GradientBoostingRFE,GB-87-2,0.5277777777777778
GradientBoostingRFE,GB-88-2,0.4444444444444444
GradientBoostingRFE,GB-89-2,0.4444444444444444
GradientBoostingRFE,GB-90-2,0.48611111111111116
GradientBoostingRFE,GB-91-2,0.45833333333333337
GradientBoostingRFE,GB-92-2,0.5
GradientBoostingRFE,GB-93-2,0.48611111111111116
GradientBoostingRFE,GB-94-2,0.48611111111111116
GradientBoostingRFE,GB-95-2,0.48611111111111116
GradientBoostingRFE,GB-96-2,0.5277777777777778
GradientBoostingRFE,GB-97-2,0.5
GradientBoostingRFE,GB-98-2,0.513888888888889
GradientBoostingRFE,GB-99-2,0.48611111111111116
GradientBoostingRFE,GB-100-2,0.5277777777777778
GradientBoostingRFE,GB-101-2,0.5277777777777778
GradientBoostingRFE,GB-102-2,0.513888888888889
GradientBoostingRFE,GB-103-2,0.5555555555555556
GradientBoostingRFE,GB-104-2,0.4722222222222222
GradientBoostingRFE,GB-105-2,0.48611111111111116
GradientBoostingRFE,GB-106-2,0.48611111111111116
GradientBoostingRFE,GB-107-2,0.513888888888889
GradientBoostingRFE,GB-108-2,0.5555555555555556
GradientBoostingRFE,GB-109-2,0.5555555555555556
GradientBoostingRFE,GB-110-2,0.513888888888889
GradientBoostingRFE,GB-111-2,0.4444444444444444
GradientBoostingRFE,GB-112-2,0.5
GradientBoostingRFE,GB-113-2,0.48611111111111116
GradientBoostingRFE,GB-114-2,0.48611111111111116
GradientBoostingRFE,GB-115-2,0.5277777777777778
GradientBoostingRFE,GB-116-2,0.5555555555555556
GradientBoostingRFE,GB-117-2,0.5833333333333333
GradientBoostingRFE,GB-118-2,0.5277777777777778
GradientBoostingRFE,GB-119-2,0.5277777777777778
GradientBoostingRFE,GB-120-2,0.5277777777777778
GradientBoostingRFE,GB-121-2,0.5277777777777778
GradientBoostingRFE,GB-122-2,0.48611111111111116
GradientBoostingRFE,GB-123-2,0.5277777777777778
GradientBoostingRFE,GB-124-2,0.4722222222222222
GradientBoostingRFE,GB-125-2,0.48611111111111116
GradientBoostingRFE,GB-126-2,0.5277777777777778
GradientBoostingRFE,GB-127-2,0.48611111111111116
GradientBoostingRFE,GB-128-2,0.48611111111111116
GradientBoostingRFE,GB-129-2,0.5277777777777778
GradientBoostingRFE,GB-130-2,0.513888888888889
GradientBoostingRFE,GB-131-2,0.48611111111111116
GradientBoostingRFE,GB-132-2,0.5555555555555556
GradientBoostingRFE,GB-133-2,0.4444444444444444
GradientBoostingRFE,GB-134-2,0.5277777777777778
GradientBoostingRFE,GB-135-2,0.48611111111111116
GradientBoostingRFE,GB-136-2,0.5555555555555556
GradientBoostingRFE,GB-137-2,0.4722222222222222
GradientBoostingRFE,GB-138-2,0.5277777777777778
GradientBoostingRFE,GB-139-2,0.5555555555555556
GradientBoostingRFE,GB-140-2,0.513888888888889
GradientBoostingRFE,GB-141-2,0.4444444444444444
GradientBoostingRFE,GB-142-2,0.513888888888889
GradientBoostingRFE,GB-143-2,0.5277777777777778
GradientBoostingRFE,GB-144-2,0.513888888888889
GradientBoostingRFE,GB-145-2,0.513888888888889
GradientBoostingRFE,GB-146-2,0.513888888888889
GradientBoostingRFE,GB-147-2,0.5555555555555556
GradientBoostingRFE,GB-148-2,0.5555555555555556
GradientBoostingRFE,GB-149-2,0.513888888888889
GradientBoostingRFE,GB-150-2,0.48611111111111116
GradientBoostingRFE,GB-151-2,0.48611111111111116
GradientBoostingRFE,GB-152-2,0.513888888888889
GradientBoostingRFE,GB-153-2,0.5555555555555556
GradientBoostingRFE,GB-154-2,0.513888888888889
GradientBoostingRFE,GB-155-2,0.5416666666666666
GradientBoostingRFE,GB-156-2,0.5555555555555556
GradientBoostingRFE,GB-157-2,0.5555555555555556
GradientBoostingRFE,GB-158-2,0.5555555555555556
GradientBoostingRFE,GB-159-2,0.5555555555555556
GradientBoostingRFE,GB-160-2,0.513888888888889
GradientBoostingRFE,GB-161-2,0.48611111111111116
GradientBoostingRFE,GB-162-2,0.48611111111111116
GradientBoostingRFE,GB-163-2,0.5277777777777778
GradientBoostingRFE,GB-164-2,0.5555555555555556
GradientBoostingRFE,GB-165-2,0.5555555555555556
GradientBoostingRFE,GB-166-2,0.5555555555555556
GradientBoostingRFE,GB-167-2,0.4722222222222222
GradientBoostingRFE,GB-168-2,0.5277777777777778
GradientBoostingRFE,GB-169-2,0.513888888888889
GradientBoostingRFE,GB-170-2,0.4722222222222222
GradientBoostingRFE,GB-171-2,0.4722222222222222
GradientBoostingRFE,GB-172-2,0.4722222222222222
GradientBoostingRFE,GB-173-2,0.513888888888889
GradientBoostingRFE,GB-174-2,0.48611111111111116
GradientBoostingRFE,GB-175-2,0.5277777777777778
GradientBoostingRFE,GB-176-2,0.48611111111111116
GradientBoostingRFE,GB-177-2,0.4722222222222222
GradientBoostingRFE,GB-178-2,0.4722222222222222
GradientBoostingRFE,GB-1-3,0.18055555555555555
GradientBoostingRFE,GB-2-3,0.20833333333333331
GradientBoostingRFE,GB-3-3,0.38888888888888884
GradientBoostingRFE,GB-4-3,0.5
GradientBoostingRFE,GB-5-3,0.5972222222222223
GradientBoostingRFE,GB-6-3,0.49999999999999994
GradientBoostingRFE,GB-7-3,0.4444444444444444
GradientBoostingRFE,GB-8-3,0.38888888888888884
GradientBoostingRFE,GB-9-3,0.4722222222222222
GradientBoostingRFE,GB-10-3,0.4444444444444444
GradientBoostingRFE,GB-11-3,0.4722222222222222
GradientBoostingRFE,GB-12-3,0.4444444444444444
GradientBoostingRFE,GB-13-3,0.49999999999999994
GradientBoostingRFE,GB-14-3,0.5555555555555556
GradientBoostingRFE,GB-15-3,0.5833333333333334
GradientBoostingRFE,GB-16-3,0.5833333333333334
GradientBoostingRFE,GB-17-3,0.5833333333333334
GradientBoostingRFE,GB-18-3,0.6111111111111112
GradientBoostingRFE,GB-19-3,0.5833333333333334
GradientBoostingRFE,GB-20-3,0.5555555555555556
GradientBoostingRFE,GB-21-3,0.5416666666666666
GradientBoostingRFE,GB-22-3,0.4722222222222222
GradientBoostingRFE,GB-23-3,0.45833333333333337
GradientBoostingRFE,GB-24-3,0.5
GradientBoostingRFE,GB-25-3,0.5277777777777778
GradientBoostingRFE,GB-26-3,0.5277777777777778
GradientBoostingRFE,GB-27-3,0.6250000000000001
GradientBoostingRFE,GB-28-3,0.5972222222222223
GradientBoostingRFE,GB-29-3,0.5972222222222223
GradientBoostingRFE,GB-30-3,0.6250000000000001
GradientBoostingRFE,GB-31-3,0.5972222222222223
GradientBoostingRFE,GB-32-3,0.5694444444444445
GradientBoostingRFE,GB-33-3,0.5416666666666667
GradientBoostingRFE,GB-34-3,0.5694444444444445
GradientBoostingRFE,GB-35-3,0.5694444444444445
GradientBoostingRFE,GB-36-3,0.5694444444444445
GradientBoostingRFE,GB-37-3,0.5694444444444445
GradientBoostingRFE,GB-38-3,0.48611111111111116
GradientBoostingRFE,GB-39-3,0.5277777777777778
GradientBoostingRFE,GB-40-3,0.5694444444444445
GradientBoostingRFE,GB-41-3,0.5694444444444445
GradientBoostingRFE,GB-42-3,0.48611111111111116
GradientBoostingRFE,GB-43-3,0.5416666666666667
GradientBoostingRFE,GB-44-3,0.5416666666666667
GradientBoostingRFE,GB-45-3,0.5416666666666667
GradientBoostingRFE,GB-46-3,0.5694444444444445
GradientBoostingRFE,GB-47-3,0.513888888888889
GradientBoostingRFE,GB-48-3,0.45833333333333337
GradientBoostingRFE,GB-49-3,0.45833333333333337
GradientBoostingRFE,GB-50-3,0.45833333333333337
GradientBoostingRFE,GB-51-3,0.45833333333333337
GradientBoostingRFE,GB-52-3,0.4305555555555556
GradientBoostingRFE,GB-53-3,0.45833333333333337
GradientBoostingRFE,GB-54-3,0.45833333333333337
GradientBoostingRFE,GB-55-3,0.4444444444444444
GradientBoostingRFE,GB-56-3,0.48611111111111116
GradientBoostingRFE,GB-57-3,0.5972222222222223
GradientBoostingRFE,GB-58-3,0.5972222222222223
GradientBoostingRFE,GB-59-3,0.5972222222222223
GradientBoostingRFE,GB-60-3,0.638888888888889
GradientBoostingRFE,GB-61-3,0.5972222222222223
GradientBoostingRFE,GB-62-3,0.513888888888889
GradientBoostingRFE,GB-63-3,0.48611111111111116
GradientBoostingRFE,GB-64-3,0.513888888888889
GradientBoostingRFE,GB-65-3,0.513888888888889
GradientBoostingRFE,GB-66-3,0.513888888888889
GradientBoostingRFE,GB-67-3,0.5972222222222223
GradientBoostingRFE,GB-68-3,0.6250000000000001
GradientBoostingRFE,GB-69-3,0.5694444444444445
GradientBoostingRFE,GB-70-3,0.625
GradientBoostingRFE,GB-71-3,0.513888888888889
GradientBoostingRFE,GB-72-3,0.5972222222222223
GradientBoostingRFE,GB-73-3,0.48611111111111116
GradientBoostingRFE,GB-74-3,0.5694444444444445
GradientBoostingRFE,GB-75-3,0.49999999999999994
GradientBoostingRFE,GB-76-3,0.5694444444444445
GradientBoostingRFE,GB-77-3,0.48611111111111116
GradientBoostingRFE,GB-78-3,0.5694444444444445
GradientBoostingRFE,GB-79-3,0.5972222222222223
GradientBoostingRFE,GB-80-3,0.513888888888889
GradientBoostingRFE,GB-81-3,0.513888888888889
GradientBoostingRFE,GB-82-3,0.513888888888889
GradientBoostingRFE,GB-83-3,0.6250000000000001
GradientBoostingRFE,GB-84-3,0.4444444444444444
GradientBoostingRFE,GB-85-3,0.5972222222222223
GradientBoostingRFE,GB-86-3,0.5694444444444445
GradientBoostingRFE,GB-87-3,0.48611111111111116
GradientBoostingRFE,GB-88-3,0.5555555555555556
GradientBoostingRFE,GB-89-3,0.625
GradientBoostingRFE,GB-90-3,0.48611111111111116
GradientBoostingRFE,GB-91-3,0.4444444444444444
GradientBoostingRFE,GB-92-3,0.5555555555555556
GradientBoostingRFE,GB-93-3,0.5277777777777778
GradientBoostingRFE,GB-94-3,0.5694444444444445
GradientBoostingRFE,GB-95-3,0.5972222222222223
GradientBoostingRFE,GB-96-3,0.5277777777777778
GradientBoostingRFE,GB-97-3,0.5555555555555556
GradientBoostingRFE,GB-98-3,0.5555555555555556
GradientBoostingRFE,GB-99-3,0.5555555555555556
GradientBoostingRFE,GB-100-3,0.5555555555555556
GradientBoostingRFE,GB-101-3,0.5694444444444445
GradientBoostingRFE,GB-102-3,0.5277777777777778
GradientBoostingRFE,GB-103-3,0.5555555555555556
GradientBoostingRFE,GB-104-3,0.5555555555555556
GradientBoostingRFE,GB-105-3,0.4722222222222222
GradientBoostingRFE,GB-106-3,0.49999999999999994
GradientBoostingRFE,GB-107-3,0.5555555555555556
GradientBoostingRFE,GB-108-3,0.5277777777777778
GradientBoostingRFE,GB-109-3,0.4444444444444444
GradientBoostingRFE,GB-110-3,0.5277777777777778
GradientBoostingRFE,GB-111-3,0.49999999999999994
GradientBoostingRFE,GB-112-3,0.4444444444444444
GradientBoostingRFE,GB-113-3,0.5277777777777778
GradientBoostingRFE,GB-114-3,0.4444444444444444
GradientBoostingRFE,GB-115-3,0.4722222222222222
GradientBoostingRFE,GB-116-3,0.49999999999999994
GradientBoostingRFE,GB-117-3,0.5277777777777778
GradientBoostingRFE,GB-118-3,0.4444444444444444
GradientBoostingRFE,GB-119-3,0.41666666666666663
GradientBoostingRFE,GB-120-3,0.4444444444444444
GradientBoostingRFE,GB-121-3,0.49999999999999994
GradientBoostingRFE,GB-122-3,0.4444444444444444
GradientBoostingRFE,GB-123-3,0.41666666666666663
GradientBoostingRFE,GB-124-3,0.4444444444444444
GradientBoostingRFE,GB-125-3,0.41666666666666663
GradientBoostingRFE,GB-126-3,0.4444444444444444
GradientBoostingRFE,GB-127-3,0.4444444444444444
GradientBoostingRFE,GB-128-3,0.49999999999999994
GradientBoostingRFE,GB-129-3,0.4444444444444444
GradientBoostingRFE,GB-130-3,0.49999999999999994
GradientBoostingRFE,GB-131-3,0.5277777777777778
GradientBoostingRFE,GB-132-3,0.4722222222222222
GradientBoostingRFE,GB-133-3,0.4444444444444444
GradientBoostingRFE,GB-134-3,0.4444444444444444
GradientBoostingRFE,GB-135-3,0.4444444444444444
GradientBoostingRFE,GB-136-3,0.5694444444444445
GradientBoostingRFE,GB-137-3,0.5555555555555556
GradientBoostingRFE,GB-138-3,0.48611111111111116
GradientBoostingRFE,GB-139-3,0.41666666666666663
GradientBoostingRFE,GB-140-3,0.4722222222222222
GradientBoostingRFE,GB-141-3,0.41666666666666663
GradientBoostingRFE,GB-142-3,0.5694444444444444
GradientBoostingRFE,GB-143-3,0.45833333333333337
GradientBoostingRFE,GB-144-3,0.45833333333333337
GradientBoostingRFE,GB-145-3,0.5
GradientBoostingRFE,GB-146-3,0.48611111111111116
GradientBoostingRFE,GB-147-3,0.48611111111111116
GradientBoostingRFE,GB-148-3,0.48611111111111116
GradientBoostingRFE,GB-149-3,0.41666666666666663
GradientBoostingRFE,GB-150-3,0.48611111111111116
GradientBoostingRFE,GB-151-3,0.5694444444444445
GradientBoostingRFE,GB-152-3,0.4444444444444444
GradientBoostingRFE,GB-153-3,0.4444444444444444
GradientBoostingRFE,GB-154-3,0.48611111111111116
GradientBoostingRFE,GB-155-3,0.45833333333333337
GradientBoostingRFE,GB-156-3,0.45833333333333337
GradientBoostingRFE,GB-157-3,0.48611111111111116
GradientBoostingRFE,GB-158-3,0.5694444444444445
GradientBoostingRFE,GB-159-3,0.48611111111111116
GradientBoostingRFE,GB-160-3,0.45833333333333337
GradientBoostingRFE,GB-161-3,0.49999999999999994
GradientBoostingRFE,GB-162-3,0.5694444444444445
GradientBoostingRFE,GB-163-3,0.45833333333333337
GradientBoostingRFE,GB-164-3,0.4444444444444444
GradientBoostingRFE,GB-165-3,0.41666666666666663
GradientBoostingRFE,GB-166-3,0.48611111111111116
GradientBoostingRFE,GB-167-3,0.4444444444444444
GradientBoostingRFE,GB-168-3,0.4444444444444444
GradientBoostingRFE,GB-169-3,0.45833333333333337
GradientBoostingRFE,GB-170-3,0.45833333333333337
GradientBoostingRFE,GB-171-3,0.5416666666666667
GradientBoostingRFE,GB-172-3,0.5416666666666667
GradientBoostingRFE,GB-173-3,0.5416666666666667
GradientBoostingRFE,GB-174-3,0.45833333333333337
GradientBoostingRFE,GB-175-3,0.49999999999999994
GradientBoostingRFE,GB-176-3,0.41666666666666663
GradientBoostingRFE,GB-177-3,0.41666666666666663
GradientBoostingRFE,GB-178-3,0.45833333333333337
GradientBoostingRFE,GB-1-4,0.34722222222222227
