model_id,param,value
SVM-1,C,1
SVM-1,penalty,l1
SVM-2,C,1
SVM-2,penalty,l2
SVM-3,C,2
SVM-3,penalty,l1
SVM-4,C,2
SVM-4,penalty,l2
