model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,roc_auc_macro,roc_auc_micro,roc_auc_weighted
KNearestNeighbours,KNN-22-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-4,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-2-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-5,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-5,,,,,,,,,,,,,,,,,,,,,,,
