model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef,tp_HV,tp_CS,tp_PA,tp_PHT,tp_PPGL,fp_HV,fp_CS,fp_PA,fp_PHT,fp_PPGL,tn_HV,tn_CS,tn_PA,tn_PHT,tn_PPGL,fn_HV,fn_CS,fn_PA,fn_PHT,fn_PPGL
LinearSVC,LSVM-11-1,0.6276890756302521,0.5466666666666666,0.5719411764705883,0.49802485096602733,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.49802485096602733,0.5200919286633573,0.5466666666666666,0.535986271986272,0.5017674273292251,0.49919821293337535,0.4985543397379719,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5388869245610819,0.5422423519373009,0.5439367636669723,0.4035087719298246,0.4085115753997037,18.0,2.0,8.0,8.0,5.0,10.0,0.0,12.0,9.0,3.0,44.0,69.0,46.0,48.0,59.0,3.0,4.0,9.0,10.0,8.0
LinearSVC,LSVM-12-1,0.6058441558441559,0.5866666666666667,0.5836363636363636,0.5621274150685915,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5621274150685915,0.5746927862053913,0.5866666666666667,0.577665563194975,0.5651154401154402,0.5632840900360456,0.562725795873597,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5811808561808561,0.5835920404417027,0.5847757660161409,0.46055684454756385,0.4639893459036285,18.0,3.0,8.0,8.0,7.0,10.0,1.0,8.0,8.0,4.0,44.0,68.0,50.0,49.0,58.0,3.0,3.0,9.0,10.0,6.0
LinearSVC,LSVM-13-1,0.6392857142857142,0.56,0.5854761904761905,0.5097895568483805,0.56,0.56,0.56,0.5097895568483805,0.531031359912386,0.56,0.5485635657771881,0.5130033823854049,0.5106631052515993,0.5101338712163983,0.56,0.5599999999999999,0.56,0.5516891036553958,0.5552693742705617,0.5570797897653005,0.42118802619270346,0.4269281185527363,18.0,2.0,9.0,8.0,5.0,10.0,0.0,12.0,8.0,3.0,44.0,69.0,46.0,49.0,59.0,3.0,4.0,8.0,10.0,8.0
LinearSVC,LSVM-14-1,0.5806060606060606,0.5866666666666667,0.5783030303030303,0.5621274150685915,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5621274150685915,0.5668449197860963,0.5866666666666667,0.5775876411170529,0.5628687352825285,0.56229877858336,0.5621790680739437,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5817300506955679,0.5839659650157742,0.5850202480867256,0.4624277456647399,0.46495150068943036,18.0,3.0,8.0,8.0,7.0,9.0,2.0,8.0,8.0,4.0,45.0,67.0,50.0,49.0,58.0,3.0,3.0,9.0,10.0,6.0
LinearSVC,LSVM-15-1,0.5644520722095093,0.5333333333333333,0.5427982032375624,0.5123105652517418,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5123105652517418,0.5293366093366093,0.5333333333333333,0.5322260442260441,0.5174639593591638,0.5146400906417601,0.5136230807167774,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5317659971405949,0.5323774375951835,0.5327303866083075,0.39222042139384117,0.3938139210839475,16.0,3.0,8.0,8.0,5.0,7.0,1.0,12.0,11.0,4.0,47.0,68.0,46.0,46.0,58.0,5.0,3.0,9.0,10.0,8.0
LinearSVC,LSVM-16-1,0.5096479500891266,0.5333333333333333,0.5336868686868687,0.5224448753860519,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5224448753860519,0.51371975767051,0.5333333333333333,0.5321914142401147,0.5182975355665422,0.5202507525701446,0.5211239625604346,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5325260863350486,0.532867346804573,0.5330437208581872,0.40095846645367406,0.4014177629669894,15.0,3.0,8.0,7.0,7.0,7.0,5.0,9.0,9.0,5.0,47.0,64.0,49.0,48.0,57.0,6.0,3.0,9.0,11.0,6.0
LinearSVC,LSVM-17-1,0.5769082125603865,0.5466666666666666,0.5549307568438002,0.5270415858651153,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5270415858651153,0.5445392136467652,0.5466666666666666,0.5464220234380417,0.5326711967653491,0.5296523049952008,0.5285296299454507,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5457132713549318,0.5460586718891267,0.5462780377015028,0.40999537251272555,0.4110749779997553,16.0,3.0,7.0,9.0,6.0,7.0,1.0,11.0,11.0,4.0,47.0,68.0,47.0,46.0,58.0,5.0,3.0,10.0,9.0,7.0
LinearSVC,LSVM-18-1,0.5598376166167928,0.5333333333333333,0.5361613272311213,0.52179128061481,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.52179128061481,0.5353909153909153,0.5333333333333333,0.5321878241878242,0.5262675019684364,0.52388804425828,0.5229918264524459,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5323911083724168,0.5327888008695383,0.5329957528536494,0.39446366782006925,0.3949328185061012,15.0,3.0,7.0,8.0,7.0,8.0,1.0,9.0,11.0,6.0,46.0,68.0,49.0,46.0,56.0,6.0,3.0,10.0,10.0,6.0
LinearSVC,LSVM-19-1,0.5991387559808612,0.52,0.54496331738437,0.5064066652301946,0.52,0.52,0.52,0.5064066652301946,0.5348565211478309,0.52,0.5245496169363978,0.5152749321655434,0.5105006894307639,0.5087377184129134,0.52,0.5200000000000001,0.52,0.5206329000818548,0.520149963369326,0.5200499487004329,0.37485529057652234,0.3758465066867225,15.0,3.0,7.0,8.0,6.0,7.0,0.0,12.0,12.0,5.0,47.0,69.0,46.0,45.0,57.0,6.0,3.0,10.0,10.0,7.0
LinearSVC,LSVM-20-1,0.527807486631016,0.52,0.5227878787878787,0.5064066652301946,0.52,0.52,0.52,0.5064066652301946,0.5151892603040993,0.52,0.5200378324246134,0.5095052679780294,0.5078900391295257,0.507263513988226,0.52,0.5200000000000001,0.52,0.5197133598519698,0.5198079376309556,0.5198753333007485,0.3780234968901174,0.37846846835645526,15.0,3.0,7.0,8.0,6.0,7.0,2.0,10.0,12.0,5.0,47.0,67.0,48.0,45.0,57.0,6.0,3.0,10.0,10.0,7.0
