model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef,tp_HV,tp_CS,tp_PA,tp_PHT,tp_PPGL,fp_HV,fp_CS,fp_PA,fp_PHT,fp_PPGL,tn_HV,tn_CS,tn_PA,tn_PHT,tn_PPGL,fn_HV,fn_CS,fn_PA,fn_PHT,fn_PPGL
GradientBoosting,GB-642-1,0.6193345432546884,0.6133333333333333,0.6133607582173826,0.555332902391726,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.555332902391726,0.5670707070707071,0.6133333333333333,0.5983434343434343,0.5563224319783948,0.5552458504116315,0.5551421933249028,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6040424522332706,0.6081291413911086,0.6101346962046866,0.49277052238805974,0.4989332117069997,20.0,2.0,9.0,9.0,6.0,9.0,1.0,10.0,6.0,3.0,45.0,68.0,48.0,51.0,59.0,1.0,4.0,8.0,9.0,7.0
GradientBoosting,GB-643-1,0.6223655913978494,0.5866666666666667,0.6059784946236558,0.5252172663937369,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5252172663937369,0.5338496867908633,0.5866666666666667,0.5634409069703188,0.5227080106942807,0.5230619677720993,0.5237347778622288,0.5866666666666667,0.5866666666666667,0.5866666666666667,0.5718053918282752,0.5783325942212827,0.5815436470299289,0.4546094299788881,0.46526242038657845,20.0,2.0,10.0,8.0,4.0,11.0,1.0,10.0,8.0,1.0,43.0,68.0,48.0,49.0,61.0,1.0,4.0,7.0,10.0,9.0
GradientBoosting,GB-644-1,0.6601746301236964,0.5733333333333334,0.6027908480879618,0.5193133663721899,0.5733333333333334,0.5733333333333334,0.5733333333333334,0.5193133663721899,0.5402714932126698,0.5733333333333334,0.5575565610859728,0.521243597710449,0.5193398086863026,0.5191076442948079,0.5733333333333334,0.5733333333333334,0.5733333333333334,0.5618521946801875,0.5667519032100065,0.569256430319524,0.43661971830985924,0.445417266409661,19.0,2.0,9.0,8.0,5.0,12.0,0.0,10.0,8.0,2.0,42.0,69.0,48.0,49.0,60.0,2.0,4.0,8.0,10.0,8.0
GradientBoosting,GB-645-1,0.6207936507936508,0.5466666666666666,0.567015873015873,0.5101127630539395,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5101127630539395,0.5282014560210049,0.5466666666666666,0.5303592314118629,0.5121620765396637,0.5104016050142559,0.5101118078405008,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5360978053748604,0.5407707303537874,0.5430531401973021,0.4032295810905686,0.4101524000098284,19.0,3.0,8.0,8.0,3.0,9.0,0.0,13.0,10.0,2.0,45.0,69.0,45.0,47.0,60.0,2.0,3.0,9.0,10.0,10.0
GradientBoosting,GB-646-1,0.6686453201970444,0.6,0.6225796387520526,0.5399482870071105,0.6,0.6,0.6,0.5399482870071105,0.5590658464342675,0.6,0.5848171945014049,0.5418194320665751,0.5400580010769878,0.5398197877469186,0.6,0.6,0.6,0.5895237362184386,0.5940607734651456,0.5963367899481539,0.4734378656681488,0.4810901947234789,20.0,2.0,9.0,9.0,5.0,9.0,0.0,12.0,6.0,3.0,45.0,69.0,46.0,51.0,59.0,1.0,4.0,8.0,9.0,8.0
GradientBoosting,GB-647-1,0.7131313131313131,0.6266666666666667,0.6645117845117845,0.5713711125475831,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.5713711125475831,0.5933662416015356,0.6266666666666667,0.6141501896796014,0.5734649781241671,0.5714278216403865,0.5711704493537234,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.6160484579811585,0.6204441245348188,0.6227839147363511,0.5088868101028999,0.51992004693631,20.0,2.0,10.0,8.0,7.0,10.0,0.0,12.0,4.0,2.0,44.0,69.0,46.0,53.0,60.0,1.0,4.0,7.0,10.0,6.0
GradientBoosting,GB-648-1,0.655079365079365,0.64,0.650148148148148,0.5818286288874523,0.64,0.64,0.64,0.5818286288874523,0.5979363407934837,0.64,0.6301548301548302,0.5846148570145178,0.5826589399996777,0.5821832165249516,0.64,0.64,0.64,0.6329233069340475,0.6359432833474168,0.6374875610882751,0.5281919850885368,0.5341276279842191,20.0,2.0,9.0,10.0,7.0,8.0,1.0,11.0,5.0,2.0,46.0,68.0,47.0,52.0,60.0,1.0,4.0,8.0,8.0,6.0
GradientBoosting,GB-649-1,0.64168657429527,0.64,0.6651743908265647,0.5826905121022768,0.64,0.64,0.64,0.5826905121022768,0.5945499848988222,0.64,0.636650156045505,0.583591514729519,0.5824914139229628,0.5824135151837073,0.64,0.64,0.64,0.634967848714444,0.6368409995793617,0.6379819274813351,0.53125,0.5395490731307474,18.0,2.0,12.0,10.0,6.0,5.0,2.0,14.0,4.0,2.0,49.0,67.0,44.0,53.0,60.0,3.0,4.0,5.0,8.0,7.0
GradientBoosting,GB-650-1,0.5578329882677708,0.5466666666666666,0.5638095238095238,0.5025066436831142,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5025066436831142,0.5143434343434343,0.5466666666666666,0.5423030303030303,0.5044860431998084,0.5030793272833696,0.5027449270450687,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.542572341856359,0.5442539801863578,0.5451601141728234,0.4086270871985158,0.4125530674504871,16.0,2.0,10.0,8.0,5.0,7.0,2.0,13.0,10.0,2.0,47.0,67.0,45.0,47.0,60.0,5.0,4.0,7.0,10.0,8.0
GradientBoosting,GB-651-1,0.5661904761904762,0.5466666666666666,0.5762539682539682,0.5040939452704158,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5040939452704158,0.5186392811296534,0.5466666666666666,0.5477980316645272,0.5069268425016399,0.505046797571746,0.5045437086236668,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5445205433230489,0.5451772001486771,0.5456898889367141,0.40999537251272555,0.4145968651044011,15.0,2.0,10.0,9.0,5.0,5.0,2.0,14.0,11.0,2.0,49.0,67.0,44.0,46.0,60.0,6.0,4.0,7.0,9.0,8.0
