model_id,param,value
SVM-251,degree,4
SVM-251,gamma,auto
SVM-251,kernel,poly
SVM-252,C,128
SVM-252,degree,2
SVM-252,gamma,scale
SVM-252,kernel,poly
SVM-253,C,128
SVM-253,degree,2
SVM-253,gamma,auto
SVM-253,kernel,poly
SVM-254,C,128
SVM-254,degree,3
SVM-254,gamma,scale
SVM-254,kernel,poly
SVM-255,C,128
SVM-255,degree,3
SVM-255,gamma,auto
SVM-255,kernel,poly
SVM-256,C,128
SVM-256,degree,4
SVM-256,gamma,scale
SVM-256,kernel,poly
SVM-257,C,128
SVM-257,degree,4
SVM-257,gamma,auto
SVM-257,kernel,poly
SVM-258,C,256
SVM-258,degree,2
SVM-258,gamma,scale
SVM-258,kernel,poly
SVM-259,C,256
SVM-259,degree,2
SVM-259,gamma,auto
SVM-259,kernel,poly
SVM-260,C,256
SVM-260,degree,3
SVM-260,gamma,scale
SVM-260,kernel,poly
SVM-261,C,256
SVM-261,degree,3
SVM-261,gamma,auto
SVM-261,kernel,poly
SVM-262,C,256
SVM-262,degree,4
SVM-262,gamma,scale
SVM-262,kernel,poly
SVM-263,C,256
SVM-263,degree,4
SVM-263,gamma,auto
SVM-263,kernel,poly
SVM-264,C,512
SVM-264,degree,2
SVM-264,gamma,scale
SVM-264,kernel,poly
SVM-265,C,512
SVM-265,degree,2
SVM-265,gamma,auto
SVM-265,kernel,poly
SVM-266,C,512
SVM-266,degree,3
SVM-266,gamma,scale
SVM-266,kernel,poly
SVM-267,C,512
SVM-267,degree,3
SVM-267,gamma,auto
SVM-267,kernel,poly
SVM-268,C,512
SVM-268,degree,4
SVM-268,gamma,scale
SVM-268,kernel,poly
SVM-269,C,512
SVM-269,degree,4
SVM-269,gamma,auto
SVM-269,kernel,poly
SVM-270,C,1024
SVM-270,degree,2
SVM-270,gamma,scale
SVM-270,kernel,poly
SVM-271,C,1024
SVM-271,degree,2
SVM-271,gamma,auto
SVM-271,kernel,poly
SVM-272,C,1024
SVM-272,degree,3
SVM-272,gamma,scale
SVM-272,kernel,poly
SVM-273,C,1024
SVM-273,degree,3
SVM-273,gamma,auto
SVM-273,kernel,poly
SVM-274,C,1024
SVM-274,degree,4
SVM-274,gamma,scale
SVM-274,kernel,poly
SVM-275,C,1024
SVM-275,degree,4
SVM-275,gamma,auto
SVM-275,kernel,poly
