model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef,tp_CS,tp_PA,tp_PHT,tp_PPGL,fp_CS,fp_PA,fp_PHT,fp_PPGL,tn_CS,tn_PA,tn_PHT,tn_PPGL,fn_CS,fn_PA,fn_PHT,fn_PPGL
ExtraRandomForest,ERF-267-1,0.425595238095238,0.5283018867924528,0.5051662174303684,0.41182755153343387,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.41182755153343387,0.3666666666666667,0.5283018867924528,0.4619496855345912,0.3870436411992263,0.39830550884778604,0.40359081180247675,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.4939019105142148,0.509734604187534,0.5170349291695633,0.3018967334035827,0.3271848627302367,0.0,11.0,15.0,2.0,0.0,11.0,13.0,1.0,48.0,24.0,23.0,39.0,5.0,7.0,2.0,11.0
ExtraRandomForest,ERF-268-1,0.37958333333333333,0.5094339622641509,0.45792452830188685,0.39712166918049274,0.5094339622641509,0.5094339622641509,0.5094339622641509,0.39712166918049274,0.35644257703081234,0.5094339622641509,0.44944770360974573,0.3760440668202765,0.38580098989832423,0.3902707835490854,0.5094339622641509,0.509433962264151,0.5094339622641509,0.47980429238037275,0.49367373844820805,0.4999294872025381,0.2747368421052633,0.29239297542274617,0.0,11.0,14.0,2.0,0.0,13.0,11.0,2.0,48.0,22.0,25.0,38.0,5.0,7.0,3.0,11.0
ExtraRandomForest,ERF-269-1,0.4208333333333334,0.5471698113207547,0.5040880503144655,0.43024132730015086,0.5471698113207547,0.5471698113207547,0.5471698113207547,0.43024132730015086,0.3969221835075494,0.5471698113207547,0.494883088992615,0.41225686498855835,0.42050584541106106,0.4243342069046295,0.5471698113207547,0.5471698113207547,0.5471698113207547,0.5208648158542377,0.5331311739792015,0.5386948253676928,0.33193277310924374,0.34964310192092585,0.0,12.0,14.0,3.0,0.0,12.0,10.0,2.0,48.0,23.0,26.0,38.0,5.0,6.0,3.0,10.0
ExtraRandomForest,ERF-270-1,0.45956521739130435,0.5471698113207547,0.5382772764561116,0.4355832076420312,0.5471698113207547,0.5471698113207547,0.5471698113207547,0.4355832076420312,0.4119241192411924,0.5471698113207547,0.5050876923863579,0.42062818336162994,0.42724507524654887,0.43047045031783043,0.5471698113207547,0.5471698113207547,0.5471698113207547,0.5241161333034352,0.5346374396513933,0.5395524809449357,0.33228346456692914,0.3504111131914497,0.0,11.0,14.0,4.0,0.0,12.0,11.0,1.0,48.0,23.0,25.0,39.0,5.0,7.0,3.0,9.0
ExtraRandomForest,ERF-271-1,0.46615384615384614,0.4528301886792453,0.5298693759071118,0.35382101558572143,0.4528301886792453,0.4528301886792453,0.4528301886792453,0.35382101558572143,0.3231601731601731,0.4528301886792453,0.40307114269378425,0.3351376392851047,0.343534855969641,0.34754368066469987,0.4528301886792453,0.4528301886792453,0.4528301886792453,0.42563816626941575,0.4381135130564073,0.44390099078237527,0.1867724867724867,0.20343175730898141,0.0,10.0,12.0,2.0,0.0,16.0,13.0,0.0,48.0,19.0,23.0,40.0,5.0,8.0,5.0,11.0
ExtraRandomForest,ERF-272-1,0.485,0.49056603773584906,0.5550943396226415,0.3824157868275515,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.3824157868275515,0.34573643410852717,0.49056603773584906,0.43311393886207405,0.3609212140414158,0.3706398760621567,0.37523989740416613,0.49056603773584906,0.490566037735849,0.4905660377358491,0.459790794780262,0.4739524143166278,0.48049317104379463,0.24325753569539932,0.265095207824735,0.0,11.0,13.0,2.0,0.0,14.0,13.0,0.0,48.0,21.0,23.0,40.0,5.0,7.0,4.0,11.0
ExtraRandomForest,ERF-273-1,0.4791666666666667,0.4716981132075472,0.5471698113207547,0.3640020110608346,0.4716981132075472,0.4716981132075472,0.4716981132075472,0.3640020110608346,0.3103174603174603,0.4716981132075472,0.39634621144055104,0.33608490566037735,0.3489652085743601,0.35488621028094713,0.4716981132075472,0.4716981132075472,0.4716981132075472,0.43391034769194253,0.4514770856756827,0.45946745740191614,0.2139830508474576,0.2372821384109865,0.0,10.0,14.0,1.0,0.0,14.0,14.0,0.0,48.0,21.0,22.0,40.0,5.0,8.0,3.0,12.0
ExtraRandomForest,ERF-274-1,0.49025487256371814,0.49056603773584906,0.5625583434697746,0.37789089994972347,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.37789089994972347,0.3220345402211786,0.49056603773584906,0.412518972254061,0.3487341188996611,0.3621427816343071,0.3683308902426764,0.49056603773584906,0.490566037735849,0.4905660377358491,0.4512360181704145,0.46945888103547206,0.47778165770680747,0.2424563260984648,0.26993176747844133,0.0,11.0,14.0,1.0,0.0,12.0,15.0,0.0,48.0,23.0,21.0,40.0,5.0,7.0,3.0,12.0
ExtraRandomForest,ERF-275-1,0.5,0.5094339622641509,0.5747460087082729,0.39177978883861236,0.5094339622641509,0.5094339622641509,0.5094339622641509,0.39177978883861236,0.33486861975234067,0.5094339622641509,0.4291526814563234,0.3628163429161307,0.3762916350200557,0.3824197399254715,0.5094339622641509,0.509433962264151,0.5094339622641509,0.46993203256018934,0.4884367170350331,0.49677103758339325,0.2693531283138918,0.2975438568918959,0.0,12.0,14.0,1.0,0.0,14.0,12.0,0.0,48.0,21.0,24.0,40.0,5.0,6.0,3.0,12.0
ExtraRandomForest,ERF-276-1,0.43633540372670804,0.5849056603773585,0.5273643501699284,0.4633609854198089,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.4633609854198089,0.4335365853658536,0.5849056603773585,0.5380119650253106,0.44810608659850404,0.45518447332963463,0.4584174158150688,0.5849056603773585,0.5849056603773586,0.5849056603773585,0.5622545700306459,0.5729231001598621,0.577695828845864,0.39048614741244114,0.4046772474864875,0.0,13.0,14.0,4.0,0.0,10.0,9.0,3.0,48.0,25.0,27.0,37.0,5.0,5.0,3.0,9.0
