model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef
KNearestNeighbours,KNN-15-2,0.3111111111111111,0.5185185185185185,0.46296296296296297,0.32222222222222224,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.4027777777777778,0.2891111111111111,0.5185185185185185,0.4540740740740741,0.30341880341880345,0.31177385043364425,0.3158049886621315,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.4843304843304843,0.49978181421480383,0.5070672713529856,0.28658536585365846,0.3133054851945116
KNearestNeighbours,KNN-16-2,0.2834188034188034,0.48148148148148145,0.42792022792022794,0.3111111111111111,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.3888888888888889,0.29292929292929293,0.48148148148148145,0.4478114478114478,0.30252560794432715,0.30656729574868774,0.3083741495168625,0.4814814814814814,0.4814814814814814,0.48148148148148145,0.4658951703286679,0.47328070948698425,0.47655317548740017,0.2455089820359282,0.2526631658472766
KNearestNeighbours,KNN-17-2,0.30178571428571427,0.48148148148148145,0.4474206349206349,0.3111111111111111,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.3888888888888889,0.292,0.48148148148148145,0.4422222222222223,0.2990672118579095,0.3042045050576867,0.3068162251655629,0.4814814814814814,0.4814814814814814,0.48148148148148145,0.4587628134139762,0.46869333218426706,0.4735825974981604,0.24096385542168663,0.2600254837461719
KNearestNeighbours,KNN-18-2,0.2834188034188034,0.48148148148148145,0.42792022792022794,0.3111111111111111,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.3888888888888889,0.29292929292929293,0.48148148148148145,0.4478114478114478,0.30252560794432715,0.30656729574868774,0.3083741495168625,0.4814814814814814,0.4814814814814814,0.48148148148148145,0.4658951703286679,0.47328070948698425,0.47655317548740017,0.2455089820359282,0.2526631658472766
KNearestNeighbours,KNN-19-2,0.30178571428571427,0.48148148148148145,0.4474206349206349,0.3111111111111111,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.3888888888888889,0.292,0.48148148148148145,0.4422222222222223,0.2990672118579095,0.3042045050576867,0.3068162251655629,0.4814814814814814,0.4814814814814814,0.48148148148148145,0.4587628134139762,0.46869333218426706,0.4735825974981604,0.24096385542168663,0.2600254837461719
KNearestNeighbours,KNN-20-2,0.305,0.5185185185185185,0.4638888888888889,0.33333333333333337,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.4166666666666667,0.31211346198558476,0.5185185185185185,0.4797850629052675,0.322601880877743,0.32752458178392085,0.3298017493288302,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.49935562521769417,0.5082095195457061,0.5122658418406797,0.29940119760479034,0.31157637660636084
KNearestNeighbours,KNN-21-2,0.3583333333333333,0.5555555555555556,0.5231481481481481,0.3555555555555555,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3345359477124183,0.5555555555555556,0.5081771968046478,0.34155659155659157,0.3474834427665364,0.3505289739500266,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.528108722553167,0.5401527165017321,0.5460555850906728,0.34545454545454546,0.37422333365020927
KNearestNeighbours,KNN-22-2,0.2611111111111111,0.4444444444444444,0.39814814814814814,0.28888888888888886,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3611111111111111,0.27301587301587305,0.4444444444444444,0.41798941798941797,0.28194444444444444,0.28530465949820794,0.28675213675213673,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.43287037037037035,0.43847072879330945,0.4408831908831909,0.19642857142857129,0.2002981862005382
KNearestNeighbours,KNN-23-2,0.24230769230769234,0.4444444444444444,0.37606837606837606,0.2777777777777778,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34722222222222227,0.25435406698564594,0.4444444444444444,0.40170122275385434,0.2668589174800355,0.2720324429788846,0.27432591612209445,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.424923592625456,0.4342303168422024,0.43832097131460196,0.18674698795180733,0.19317735349594373
KNearestNeighbours,KNN-24-2,0.26547619047619053,0.4444444444444444,0.4107142857142857,0.28888888888888886,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3611111111111111,0.2744236156000862,0.4444444444444444,0.42318465847877607,0.2823191593352884,0.2854602027740311,0.2868358817132451,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4346896383186706,0.439337132127939,0.4413823487022261,0.20118343195266275,0.2054915277376326
KNearestNeighbours,KNN-25-2,0.2523809523809524,0.4444444444444444,0.3835978835978836,0.2777777777777778,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34722222222222227,0.2540554284261378,0.4444444444444444,0.39873435601887164,0.26573268921095006,0.2712936186620397,0.27384696878367765,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.42231168366434063,0.4326628537154853,0.43733192889311034,0.18181818181818188,0.19130412280981776
KNearestNeighbours,KNN-26-2,0.2434188034188034,0.4444444444444444,0.3834757834757834,0.2777777777777778,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.34722222222222227,0.2565656565656566,0.4444444444444444,0.4074074074074074,0.2680428493236375,0.272668990663942,0.27471078318022885,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.42758099408345723,0.435615926059489,0.43914943511336274,0.19161676646706594,0.1972005196856793
KNearestNeighbours,KNN-27-2,0.20424242424242425,0.37037037037037035,0.3218855218855219,0.23333333333333334,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2916666666666667,0.21754385964912282,0.37037037037037035,0.3440545808966862,0.22667283379586803,0.22994107341933426,0.23132244099986035,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.35926953780792814,0.3647166038470386,0.3670188831479154,0.0892857142857143,0.0906580269430732
KNearestNeighbours,KNN-28-2,0.20424242424242425,0.37037037037037035,0.3218855218855219,0.23333333333333334,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2916666666666667,0.21754385964912282,0.37037037037037035,0.3440545808966862,0.22667283379586803,0.22994107341933426,0.23132244099986035,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.35926953780792814,0.3647166038470386,0.3670188831479154,0.0892857142857143,0.0906580269430732
