model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef,tp_CS,tp_PA,tp_PHT,tp_PPGL,fp_CS,fp_PA,fp_PHT,fp_PPGL,tn_CS,tn_PA,tn_PHT,tn_PPGL,fn_CS,fn_PA,fn_PHT,fn_PPGL
RandomForest,RF-1-1,0.5416666666666667,0.5660377358490566,0.5576519916142558,0.4847662141779789,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.4847662141779789,0.49090909090909096,0.5660377358490566,0.5484930164175447,0.483988883305029,0.48390537083959034,0.48414906195841656,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.5565565269364751,0.5608998820417311,0.5629192692032366,0.3729423868312758,0.3793967034385202,1.0,12.0,13.0,4.0,1.0,12.0,5.0,5.0,47.0,23.0,31.0,35.0,4.0,6.0,4.0,9.0
RandomForest,RF-2-1,0.6265931372549018,0.6415094339622641,0.6481132075471698,0.5563474107591755,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.5563474107591755,0.5695408598221897,0.6415094339622641,0.6317824915035742,0.5583945179978149,0.5568944183361875,0.5565569621225085,0.641509433962264,0.641509433962264,0.6415094339622641,0.6351428927128865,0.6379213071553401,0.6393002951147739,0.48305954825462016,0.4902850777853867,1.0,13.0,13.0,7.0,1.0,11.0,4.0,3.0,47.0,24.0,32.0,37.0,4.0,5.0,4.0,6.0
RandomForest,RF-3-1,0.45730263157894735,0.5849056603773585,0.5493694141012909,0.467885872297637,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.467885872297637,0.450765965300849,0.5849056603773585,0.5538108471412552,0.45847404905794525,0.4627502798159433,0.46475974446994006,0.5849056603773585,0.5849056603773586,0.5849056603773585,0.5694277690954173,0.5766453998728216,0.5799180912721092,0.3949143746756617,0.40564225173006796,0.0,13.0,13.0,5.0,1.0,12.0,6.0,3.0,47.0,23.0,30.0,37.0,5.0,5.0,4.0,8.0
RandomForest,RF-4-1,0.648989898989899,0.6792452830188679,0.6757194587383267,0.5902840623428859,0.6792452830188679,0.6792452830188679,0.6792452830188679,0.5902840623428859,0.6005952380952382,0.6792452830188679,0.6678346810422283,0.5919090530668957,0.5907502867174101,0.5904786300899107,0.6792452830188679,0.6792452830188679,0.6792452830188679,0.6731009377980334,0.6759311272934458,0.6772382439439889,0.5388945752302968,0.5433503080179127,1.0,13.0,14.0,8.0,1.0,9.0,4.0,3.0,47.0,26.0,32.0,37.0,4.0,5.0,3.0,5.0
RandomForest,RF-5-1,0.4772222222222222,0.6037735849056604,0.5717819706498951,0.4871166415284063,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.4871166415284063,0.47324071277559643,0.6037735849056604,0.5774188952776053,0.4794300812401004,0.48290289002363307,0.4845463340016215,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.5906440660821931,0.5967513543890669,0.5995289937330748,0.42361470740548945,0.4335661707572083,0.0,13.0,13.0,6.0,1.0,12.0,5.0,3.0,47.0,23.0,31.0,37.0,5.0,5.0,4.0,7.0
RandomForest,RF-6-1,0.7050653594771241,0.6226415094339622,0.6509433962264151,0.5264328808446456,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.5264328808446456,0.5364145658263305,0.6226415094339622,0.596585804132974,0.5234275528393175,0.5239369950878903,0.5247302624753606,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6067957200032671,0.613823977499121,0.6172340354730291,0.4493506493506493,0.4653328100665449,1.0,15.0,13.0,4.0,0.0,12.0,4.0,4.0,48.0,23.0,32.0,36.0,4.0,3.0,4.0,9.0
RandomForest,RF-7-1,0.4914529914529914,0.6415094339622641,0.5911143363973551,0.5148944193061841,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.5148944193061841,0.4925324675324675,0.6415094339622641,0.6036265621171282,0.5032308386564691,0.5085741836861658,0.511054239823644,0.641509433962264,0.641509433962264,0.6415094339622641,0.6229771704968826,0.6316255646476019,0.6355397337177091,0.47497393117831077,0.4897951397898707,0.0,15.0,13.0,6.0,0.0,11.0,5.0,3.0,48.0,24.0,31.0,37.0,5.0,3.0,4.0,7.0
RandomForest,RF-8-1,0.485479797979798,0.6415094339622641,0.5858585858585859,0.5202362996480643,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.5202362996480643,0.4982142857142857,0.6415094339622641,0.6077717879604672,0.5101340439276485,0.5149492725429164,0.5170671184428861,0.641509433962264,0.641509433962264,0.6415094339622641,0.6263407439910291,0.6336177114143646,0.6367899733056906,0.4776970954356846,0.48679245286696304,0.0,14.0,13.0,7.0,0.0,10.0,5.0,4.0,48.0,25.0,31.0,36.0,5.0,4.0,4.0,6.0
RandomForest,RF-9-1,0.603030303030303,0.6226415094339622,0.6204688393367638,0.5379336349924585,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.5379336349924585,0.5469813969813969,0.6226415094339622,0.60725179970463,0.5382071059390557,0.5375947253985145,0.5376240413499395,0.6226415094339622,0.6226415094339622,0.6226415094339622,0.6139980232862149,0.6179370159626199,0.6197832097750734,0.4552929085303187,0.46162867047593265,1.0,12.0,14.0,6.0,1.0,10.0,6.0,3.0,47.0,25.0,30.0,37.0,4.0,6.0,3.0,7.0
RandomForest,RF-10-1,0.523011982570806,0.6415094339622641,0.6242138364779873,0.5157114127702364,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.5157114127702364,0.5042950513538749,0.6415094339622641,0.615633423180593,0.5076500297088532,0.5110675381263616,0.5128267973856209,0.641509433962264,0.641509433962264,0.6415094339622641,0.6269296740994854,0.6334591194968554,0.6365828092243188,0.4768831168831168,0.4938445313769806,0.0,14.0,14.0,6.0,1.0,13.0,3.0,2.0,47.0,22.0,33.0,38.0,5.0,4.0,3.0,7.0
