model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,cohen_kappa,matthew_coef
GaussianNaiveBayes,GNB-1-1,0.2812698412698412,0.37037037037037035,0.37613168724279833,0.2968253968253968,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.37103174603174605,0.28316526610644255,0.37037037037037035,0.3672113289760348,0.28971783835485415,0.292956729307304,0.29446863543654617,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.3676907077194021,0.36878084448859244,0.36937285446857127,0.14842300556586263,0.1503855044984367
GaussianNaiveBayes,GNB-1-2,0.38571428571428573,0.48148148148148145,0.46190476190476193,0.45555555555555555,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.5694444444444444,0.4047137073452863,0.48148148148148145,0.45657412762675914,0.4307209217624723,0.4422623935347915,0.44750915068449937,0.4814814814814814,0.4814814814814814,0.48148148148148145,0.46802633070468974,0.47412584714814987,0.47699592525697065,0.2960893854748603,0.30229010957162916
GaussianNaiveBayes,GNB-1-3,0.15773809523809523,0.25925925925925924,0.19411375661375663,0.2111111111111111,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.2638888888888889,0.16444444444444445,0.25925925925925924,0.20493827160493824,0.1858224621382516,0.19700403221516496,0.20241161616161615,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.2306484397127672,0.24348739917984435,0.24958613916947248,-0.005586592178770999,-0.006453359105519719
GaussianNaiveBayes,GNB-1-4,0.18055555555555555,0.2962962962962963,0.24845679012345678,0.2444444444444444,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.3055555555555555,0.20080808080808082,0.2962962962962963,0.26464646464646463,0.2217171717171717,0.23174603174603173,0.2365873015873016,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.28030303030303033,0.2874779541446208,0.29087301587301584,0.08556149732620322,0.09376788651096715
GaussianNaiveBayes,GNB-1-5,0.3175438596491228,0.4444444444444444,0.3255360623781676,0.3777777777777777,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.47222222222222215,0.3276190476190476,0.4444444444444444,0.35343915343915344,0.35021645021645026,0.3622988505747126,0.36820449897750507,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3958633958633959,0.41736909323116217,0.42774823903658254,0.21511627906976738,0.2627088324194214
GaussianNaiveBayes,GNB-1-6,0.44450216450216445,0.5769230769230769,0.6121878121878122,0.5222222222222223,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.6527777777777778,0.4332600732600733,0.5769230769230769,0.5427726120033812,0.472115164634039,0.4938057903132743,0.5045552843664785,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5541905431034833,0.5638036233189476,0.5687353258021236,0.4257028112449799,0.44820396149909564
GaussianNaiveBayes,GNB-1-7,0.4,0.5,0.5076923076923078,0.4083333333333333,0.5,0.5,0.5,0.5104166666666666,0.3936063936063936,0.5,0.48966418197187433,0.4000465983224604,0.40378320422060165,0.40555692353503714,0.5,0.5,0.5,0.49277726001863936,0.4958737271476472,0.49744711535708447,0.3045267489711935,0.31099300617191833
GaussianNaiveBayes,GNB-1-8,0.24,0.34615384615384615,0.37692307692307697,0.21666666666666665,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.2708333333333333,0.22421788737578213,0.34615384615384615,0.3552560799524362,0.21897159528343932,0.21771448890092956,0.21725871835303828,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34870038992977526,0.3472668140203995,0.34677125896510985,0.1124497991967871,0.1147550621098494
GaussianNaiveBayes,GNB-1-9,0.5042857142857142,0.5384615384615384,0.7107142857142856,0.44722222222222224,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5590277777777778,0.3876170613012718,0.5384615384615384,0.5074066733985761,0.4115092014110247,0.4266766693894473,0.43436945007276906,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5165736554235854,0.5256799722242207,0.530438563092661,0.3906249999999999,0.4220762091097702
GaussianNaiveBayes,GNB-1-10,0.36333333333333334,0.46153846153846156,0.4878205128205128,0.39444444444444443,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.4930555555555555,0.35104660045836517,0.46153846153846156,0.4503614033025798,0.36655052264808363,0.37791100758221846,0.38397126481023997,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.4496783704100777,0.45393078512565277,0.4565893933137846,0.28767123287671226,0.30123203803835463
